match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,0.1,Himachal Pradesh,Saurashtra,P Chopra,AKS Bains,JD Unadkat,0,0,,,,,,,,,
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,0.2,Himachal Pradesh,Saurashtra,P Chopra,AKS Bains,JD Unadkat,1,0,,,,,,,,,
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,0.3,Himachal Pradesh,Saurashtra,AKS Bains,P Chopra,JD Unadkat,1,0,,,,,,,,,
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,0.4,Himachal Pradesh,Saurashtra,P Chopra,AKS Bains,JD Unadkat,1,0,,,,,,,,,
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,0.5,Himachal Pradesh,Saurashtra,AKS Bains,P Chopra,JD Unadkat,1,0,,,,,,,,,
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,0.6,Himachal Pradesh,Saurashtra,P Chopra,AKS Bains,JD Unadkat,1,0,,,,,,,,,
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,1.1,Himachal Pradesh,Saurashtra,P Chopra,AKS Bains,K D Patel,0,0,,,,,,,,,
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,1.2,Himachal Pradesh,Saurashtra,P Chopra,AKS Bains,K D Patel,4,0,,,,,,,,,
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,1.3,Himachal Pradesh,Saurashtra,P Chopra,AKS Bains,K D Patel,1,0,,,,,,,,,
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,1.4,Himachal Pradesh,Saurashtra,AKS Bains,P Chopra,K D Patel,0,0,,,,,,,,,
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,1.5,Himachal Pradesh,Saurashtra,AKS Bains,P Chopra,K D Patel,1,0,,,,,,,,,
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,1.6,Himachal Pradesh,Saurashtra,P Chopra,AKS Bains,K D Patel,1,0,,,,,,,,,
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,2.1,Himachal Pradesh,Saurashtra,P Chopra,AKS Bains,Chirag Jani,1,0,,,,,,,,,
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,2.2,Himachal Pradesh,Saurashtra,AKS Bains,P Chopra,Chirag Jani,1,0,,,,,,,,,
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,2.3,Himachal Pradesh,Saurashtra,P Chopra,AKS Bains,Chirag Jani,2,0,,,,,,,,,
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,2.4,Himachal Pradesh,Saurashtra,P Chopra,AKS Bains,Chirag Jani,1,0,,,,,,,,,
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,2.5,Himachal Pradesh,Saurashtra,AKS Bains,P Chopra,Chirag Jani,1,0,,,,,,,,,
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,2.6,Himachal Pradesh,Saurashtra,P Chopra,AKS Bains,Chirag Jani,0,0,,,,,,,,,
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,3.1,Himachal Pradesh,Saurashtra,AKS Bains,P Chopra,JD Unadkat,4,0,,,,,,,,,
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,3.2,Himachal Pradesh,Saurashtra,AKS Bains,P Chopra,JD Unadkat,0,1,,,,1,,,,,
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,3.3,Himachal Pradesh,Saurashtra,P Chopra,AKS Bains,JD Unadkat,1,0,,,,,,,,,
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,3.4,Himachal Pradesh,Saurashtra,AKS Bains,P Chopra,JD Unadkat,1,0,,,,,,,,,
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,3.5,Himachal Pradesh,Saurashtra,P Chopra,AKS Bains,JD Unadkat,0,0,,,,,,,,,
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,3.6,Himachal Pradesh,Saurashtra,P Chopra,AKS Bains,JD Unadkat,1,0,,,,,,,,,
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,4.1,Himachal Pradesh,Saurashtra,P Chopra,AKS Bains,Dharmendrasinh Jadeja,0,0,,,,,,,,,
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,4.2,Himachal Pradesh,Saurashtra,P Chopra,AKS Bains,Dharmendrasinh Jadeja,1,0,,,,,,,,,
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,4.3,Himachal Pradesh,Saurashtra,AKS Bains,P Chopra,Dharmendrasinh Jadeja,4,0,,,,,,,,,
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,4.4,Himachal Pradesh,Saurashtra,AKS Bains,P Chopra,Dharmendrasinh Jadeja,0,0,,,,,,,,,
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,4.5,Himachal Pradesh,Saurashtra,AKS Bains,P Chopra,Dharmendrasinh Jadeja,1,0,,,,,,,,,
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,4.6,Himachal Pradesh,Saurashtra,P Chopra,AKS Bains,Dharmendrasinh Jadeja,0,0,,,,,,,,,
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,5.1,Himachal Pradesh,Saurashtra,AKS Bains,P Chopra,Chirag Jani,0,0,,,,,,,,,
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,5.2,Himachal Pradesh,Saurashtra,AKS Bains,P Chopra,Chirag Jani,1,0,,,,,,,,,
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,5.3,Himachal Pradesh,Saurashtra,P Chopra,AKS Bains,Chirag Jani,2,0,,,,,,,,,
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,5.4,Himachal Pradesh,Saurashtra,P Chopra,AKS Bains,Chirag Jani,0,1,1,,,,,,,,
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,5.5,Himachal Pradesh,Saurashtra,P Chopra,AKS Bains,Chirag Jani,1,0,,,,,,,,,
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,5.6,Himachal Pradesh,Saurashtra,AKS Bains,P Chopra,Chirag Jani,0,0,,,,,,caught,AKS Bains,,
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,5.7,Himachal Pradesh,Saurashtra,SL Verma,P Chopra,Chirag Jani,0,0,,,,,,caught,SL Verma,,
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,6.1,Himachal Pradesh,Saurashtra,P Chopra,Nikhil Gangta,Dharmendrasinh Jadeja,1,0,,,,,,,,,
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,6.2,Himachal Pradesh,Saurashtra,Nikhil Gangta,P Chopra,Dharmendrasinh Jadeja,0,0,,,,,,,,,
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,6.3,Himachal Pradesh,Saurashtra,Nikhil Gangta,P Chopra,Dharmendrasinh Jadeja,0,0,,,,,,,,,
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,6.4,Himachal Pradesh,Saurashtra,Nikhil Gangta,P Chopra,Dharmendrasinh Jadeja,1,0,,,,,,,,,
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,6.5,Himachal Pradesh,Saurashtra,P Chopra,Nikhil Gangta,Dharmendrasinh Jadeja,1,0,,,,,,,,,
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,6.6,Himachal Pradesh,Saurashtra,Nikhil Gangta,P Chopra,Dharmendrasinh Jadeja,1,0,,,,,,,,,
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,7.1,Himachal Pradesh,Saurashtra,Nikhil Gangta,P Chopra,Yuvraj Chudasama,0,0,,,,,,,,,
1333005,2022/23,2022-10-18,"Holkar Cricket Stadium, Indore",1,7.2,Himachal Pradesh,Saurashtra,Nikhil Gangta,P Chopra,Yuvraj Chudasama,0,0,,,,,,,,,
