match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1120111,2017/18,2017-10-30,Saxton Oval,1,0.1,Central Stags,Auckland Aces,GR Hay,M Renwick,DJ Grobbelaar,0,0,,,,,,,,,
1120111,2017/18,2017-10-30,Saxton Oval,1,0.2,Central Stags,Auckland Aces,GR Hay,M Renwick,DJ Grobbelaar,0,0,,,,,,,,,
1120111,2017/18,2017-10-30,Saxton Oval,1,0.3,Central Stags,Auckland Aces,GR Hay,M Renwick,DJ Grobbelaar,0,0,,,,,,,,,
1120111,2017/18,2017-10-30,Saxton Oval,1,0.4,Central Stags,Auckland Aces,GR Hay,M Renwick,DJ Grobbelaar,0,0,,,,,,,,,
1120111,2017/18,2017-10-30,Saxton Oval,1,0.5,Central Stags,Auckland Aces,GR Hay,M Renwick,DJ Grobbelaar,0,0,,,,,,,,,
1120111,2017/18,2017-10-30,Saxton Oval,1,0.6,Central Stags,Auckland Aces,GR Hay,M Renwick,DJ Grobbelaar,0,0,,,,,,,,,
1120111,2017/18,2017-10-30,Saxton Oval,1,1.1,Central Stags,Auckland Aces,M Renwick,GR Hay,LH Ferguson,0,0,,,,,,,,,
1120111,2017/18,2017-10-30,Saxton Oval,1,1.2,Central Stags,Auckland Aces,M Renwick,GR Hay,LH Ferguson,1,0,,,,,,,,,
1120111,2017/18,2017-10-30,Saxton Oval,1,1.3,Central Stags,Auckland Aces,GR Hay,M Renwick,LH Ferguson,0,0,,,,,,,,,
1120111,2017/18,2017-10-30,Saxton Oval,1,1.4,Central Stags,Auckland Aces,GR Hay,M Renwick,LH Ferguson,0,0,,,,,,,,,
1120111,2017/18,2017-10-30,Saxton Oval,1,1.5,Central Stags,Auckland Aces,GR Hay,M Renwick,LH Ferguson,0,0,,,,,,,,,
1120111,2017/18,2017-10-30,Saxton Oval,1,1.6,Central Stags,Auckland Aces,GR Hay,M Renwick,LH Ferguson,0,0,,,,,,,,,
1120111,2017/18,2017-10-30,Saxton Oval,1,2.1,Central Stags,Auckland Aces,M Renwick,GR Hay,DJ Grobbelaar,0,0,,,,,,,,,
1120111,2017/18,2017-10-30,Saxton Oval,1,2.2,Central Stags,Auckland Aces,M Renwick,GR Hay,DJ Grobbelaar,0,0,,,,,,,,,
1120111,2017/18,2017-10-30,Saxton Oval,1,2.3,Central Stags,Auckland Aces,M Renwick,GR Hay,DJ Grobbelaar,0,0,,,,,,,,,
1120111,2017/18,2017-10-30,Saxton Oval,1,2.4,Central Stags,Auckland Aces,M Renwick,GR Hay,DJ Grobbelaar,0,0,,,,,,,,,
1120111,2017/18,2017-10-30,Saxton Oval,1,2.5,Central Stags,Auckland Aces,M Renwick,GR Hay,DJ Grobbelaar,2,0,,,,,,,,,
1120111,2017/18,2017-10-30,Saxton Oval,1,2.6,Central Stags,Auckland Aces,M Renwick,GR Hay,DJ Grobbelaar,1,0,,,,,,,,,
1120111,2017/18,2017-10-30,Saxton Oval,1,3.1,Central Stags,Auckland Aces,M Renwick,GR Hay,LH Ferguson,0,0,,,,,,,,,
1120111,2017/18,2017-10-30,Saxton Oval,1,3.2,Central Stags,Auckland Aces,M Renwick,GR Hay,LH Ferguson,0,0,,,,,,,,,
