match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1347453,2023,2023-09-13,"Haslegrave Ground, Loughborough",1,0.1,Sunrisers,The Blaze,G Scrivens,A Dowse,G Ballinger,0,0,,,,,,,,,
1347453,2023,2023-09-13,"Haslegrave Ground, Loughborough",1,0.2,Sunrisers,The Blaze,G Scrivens,A Dowse,G Ballinger,0,0,,,,,,,,,
1347453,2023,2023-09-13,"Haslegrave Ground, Loughborough",1,0.3,Sunrisers,The Blaze,G Scrivens,A Dowse,G Ballinger,0,0,,,,,,,,,
1347453,2023,2023-09-13,"Haslegrave Ground, Loughborough",1,0.4,Sunrisers,The Blaze,G Scrivens,A Dowse,G Ballinger,4,0,,,,,,,,,
1347453,2023,2023-09-13,"Haslegrave Ground, Loughborough",1,0.5,Sunrisers,The Blaze,G Scrivens,A Dowse,G Ballinger,0,0,,,,,,,,,
1347453,2023,2023-09-13,"Haslegrave Ground, Loughborough",1,0.6,Sunrisers,The Blaze,G Scrivens,A Dowse,G Ballinger,0,0,,,,,,,,,
1347453,2023,2023-09-13,"Haslegrave Ground, Loughborough",1,1.1,Sunrisers,The Blaze,A Dowse,G Scrivens,KE Bryce,1,0,,,,,,,,,
1347453,2023,2023-09-13,"Haslegrave Ground, Loughborough",1,1.2,Sunrisers,The Blaze,G Scrivens,A Dowse,KE Bryce,0,0,,,,,,,,,
1347453,2023,2023-09-13,"Haslegrave Ground, Loughborough",1,1.3,Sunrisers,The Blaze,G Scrivens,A Dowse,KE Bryce,0,1,1,,,,,,,,
1347453,2023,2023-09-13,"Haslegrave Ground, Loughborough",1,1.4,Sunrisers,The Blaze,G Scrivens,A Dowse,KE Bryce,0,0,,,,,,,,,
1347453,2023,2023-09-13,"Haslegrave Ground, Loughborough",1,1.5,Sunrisers,The Blaze,G Scrivens,A Dowse,KE Bryce,0,0,,,,,,,,,
1347453,2023,2023-09-13,"Haslegrave Ground, Loughborough",1,1.6,Sunrisers,The Blaze,G Scrivens,A Dowse,KE Bryce,0,0,,,,,,,,,
1347453,2023,2023-09-13,"Haslegrave Ground, Loughborough",1,1.7,Sunrisers,The Blaze,G Scrivens,A Dowse,KE Bryce,2,0,,,,,,,,,
1347453,2023,2023-09-13,"Haslegrave Ground, Loughborough",1,2.1,Sunrisers,The Blaze,A Dowse,G Scrivens,G Ballinger,0,0,,,,,,,,,
1347453,2023,2023-09-13,"Haslegrave Ground, Loughborough",1,2.2,Sunrisers,The Blaze,A Dowse,G Scrivens,G Ballinger,0,1,,,,1,,,,,
1347453,2023,2023-09-13,"Haslegrave Ground, Loughborough",1,2.3,Sunrisers,The Blaze,G Scrivens,A Dowse,G Ballinger,0,0,,,,,,,,,
1347453,2023,2023-09-13,"Haslegrave Ground, Loughborough",1,2.4,Sunrisers,The Blaze,G Scrivens,A Dowse,G Ballinger,0,0,,,,,,,,,
1347453,2023,2023-09-13,"Haslegrave Ground, Loughborough",1,2.5,Sunrisers,The Blaze,G Scrivens,A Dowse,G Ballinger,2,0,,,,,,,,,
1347453,2023,2023-09-13,"Haslegrave Ground, Loughborough",1,2.6,Sunrisers,The Blaze,G Scrivens,A Dowse,G Ballinger,0,0,,,,,,,,,
1347453,2023,2023-09-13,"Haslegrave Ground, Loughborough",1,3.1,Sunrisers,The Blaze,A Dowse,G Scrivens,KE Bryce,0,0,,,,,,,,,
1347453,2023,2023-09-13,"Haslegrave Ground, Loughborough",1,3.2,Sunrisers,The Blaze,A Dowse,G Scrivens,KE Bryce,0,0,,,,,,,,,
1347453,2023,2023-09-13,"Haslegrave Ground, Loughborough",1,3.3,Sunrisers,The Blaze,A Dowse,G Scrivens,KE Bryce,1,0,,,,,,,,,
1347453,2023,2023-09-13,"Haslegrave Ground, Loughborough",1,3.4,Sunrisers,The Blaze,G Scrivens,A Dowse,KE Bryce,0,0,,,,,,,,,
1347453,2023,2023-09-13,"Haslegrave Ground, Loughborough",1,3.5,Sunrisers,The Blaze,G Scrivens,A Dowse,KE Bryce,0,0,,,,,,,,,
