match_id,flip,Cum Mat Total,Cum Runs Total,Cum SR,Cumulative Overs,Cumulative Bowling Runs,Cumulative Wkts,Cumulative Econ,Cumulative Dis,Cumulative Ct,Cumulative St,Cumulative D/I
226374,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226374,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226374,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226374,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226374,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226374,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226374,1,1,0,0.0,3.0,23.0,1.0,7.66,0.0,0.0,0.0,0.0
226374,1,2,7,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226374,1,2,98,89.09,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.5
226374,1,2,32,123.07,6.0,47.0,3.0,7.83,1.0,1.0,0.0,0.5
226374,1,2,7,87.5,5.0,36.0,1.0,6.91,0.0,0.0,0.0,0.0
226374,1,2,32,111.66,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.5
226374,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226374,1,1,30,120.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
226374,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226374,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226374,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226374,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226374,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226374,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226374,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226374,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226374,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226374,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226374,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226374,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226374,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226374,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238195,0,2,15,75.0,7.0,57.0,1.0,8.41,0.0,0.0,0.0,0.0
238195,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238195,0,2,98,89.09,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.5
238195,0,1,30,120.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
238195,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238195,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238195,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238195,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238195,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238195,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238195,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238195,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238195,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238195,0,2,16,70.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238195,0,2,7,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238195,0,2,7,87.5,5.0,36.0,1.0,6.91,0.0,0.0,0.0,0.0
238195,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238195,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238195,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238195,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238195,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238195,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238195,1,2,16,70.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238195,1,1,30,120.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
238195,1,2,98,89.09,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.5
238195,1,2,7,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238195,1,2,7,87.5,5.0,36.0,1.0,6.91,0.0,0.0,0.0,0.0
238195,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238195,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238195,1,2,15,75.0,7.0,57.0,1.0,8.41,0.0,0.0,0.0,0.0
238195,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238195,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238195,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238195,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238195,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238195,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238195,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238195,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238195,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238195,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238195,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238195,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238195,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238195,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249227,0,3,86,151.28,10.0,73.0,5.0,7.39,1.0,1.0,0.0,0.33
249227,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249227,0,1,41,164.0,2.0,38.0,0.0,19.0,0.0,0.0,0.0,0.0
249227,0,4,131,108.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.75
249227,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249227,0,1,6,120.0,3.0,15.0,0.0,5.0,1.0,1.0,0.0,1.0
249227,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249227,0,1,14,82.35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
249227,0,1,0,0.0,4.0,24.0,4.0,6.0,0.0,0.0,0.0,0.0
249227,0,2,28,93.33,4.0,27.0,2.0,6.75,0.0,0.0,0.0,0.0
249227,0,3,51,129.63,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.33
249227,0,3,17,63.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249227,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249227,0,3,32,111.66,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.33
249227,0,4,44,120.83,5.0,36.0,1.0,6.91,1.0,1.0,0.0,0.25
249227,0,1,6,150.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
249227,0,2,3,100.0,7.0,53.0,3.0,7.57,0.0,0.0,0.0,0.0
249227,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249227,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249227,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249227,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249227,0,3,53,84.89,8.0,49.0,6.0,5.89,0.0,0.0,0.0,0.0
249227,1,3,17,63.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249227,1,1,6,150.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
249227,1,4,131,108.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.75
249227,1,3,32,111.66,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.33
249227,1,3,86,151.28,10.0,73.0,5.0,7.39,1.0,1.0,0.0,0.33
249227,1,4,44,120.83,5.0,36.0,1.0,6.91,1.0,1.0,0.0,0.25
249227,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249227,1,1,41,164.0,2.0,38.0,0.0,19.0,0.0,0.0,0.0,0.0
249227,1,2,3,100.0,7.0,53.0,3.0,7.57,0.0,0.0,0.0,0.0
249227,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249227,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249227,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249227,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249227,1,1,6,120.0,3.0,15.0,0.0,5.0,1.0,1.0,0.0,1.0
249227,1,3,51,129.63,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.33
