Player,Country,Season,Cum Mat Total,Cum Inns Total,Cum Runs Total,Cum Batting Ave,Cum SR,player_id
M Prasidh Krishna,India,2023,0,0,0,0.0,0.0,85e0cf10
M Prasidh Krishna,India,2023/24,2,0,0,0.0,0.0,85e0cf10
M Pushpakumara,Sri Lanka,2009/10,0,0,0,0.0,0.0,af2a0740
M Raikes,Gibraltar,2024,0,0,0,0.0,0.0,a9b998d9
M Sarenac,Serbia,2019/20,0,0,0,0.0,0.0,f5ba4611
M Sarenac,Serbia,2021,2,1,1,1.0,50.0,f5ba4611
M Sarenac,Serbia,2022,6,3,3,1.0,35.71,f5ba4611
M Sarenac,Serbia,2023,15,5,5,1.4,34.76,f5ba4611
M Sarenac,Serbia,2023/24,17,5,5,1.4,34.76,f5ba4611
M Sarenac,Serbia,2024,19,6,7,1.5,34.52,f5ba4611
M Sedgwick,Estonia,2021/22,0,0,0,0.0,0.0,82fc5e8d
M Sert,Turkey,2019,0,0,0,0.0,0.0,f32cbd5b
M Shahbaz Butt,Norway,2022,0,0,0,0.0,0.0,5ef3c310
M Shahbaz Butt,Norway,2023,5,3,35,11.66,92.1,5ef3c310
M Shumba,Zimbabwe,2020/21,0,0,0,0.0,0.0,6766ca00
M Shumba,Zimbabwe,2021,2,2,19,9.5,67.85,6766ca00
M Shumba,Zimbabwe,2022,12,10,210,40.1,119.67,6766ca00
M Shumba,Zimbabwe,2022/23,23,20,320,27.91,113.76,6766ca00
M Sidibe,Mali,2022/23,0,0,0,0.0,0.0,78091b14
M Simmons,Bermuda,2019,0,0,0,0.0,0.0,b561eea1
M Simmons,Bermuda,2021/22,2,1,0,0.0,0.0,b561eea1
M Simpson-Parker,Austria,2019,0,0,0,0.0,0.0,fecd828e
M Simpson-Parker,Austria,2021,3,1,0,0.0,0.0,fecd828e
M Simpson-Parker,Austria,2022,10,8,190,27.7,105.22,fecd828e
M Simpson-Parker,Austria,2023,25,19,324,19.42,91.32,fecd828e
M Simpson-Parker,Austria,2024,33,26,428,18.19,91.08,fecd828e
M Sohel Patel,Panama,2019,0,0,0,0.0,0.0,40a5bcf9
M Sohel Patel,Panama,2021/22,2,2,43,21.5,110.25,40a5bcf9
M Sohel Patel,Panama,2022/23,7,7,64,9.14,76.95,40a5bcf9
M Sohel Patel,Panama,2023/24,11,11,120,10.91,95.25,40a5bcf9
M Spoors,Canada,2021/22,0,0,0,0.0,0.0,da4a1e46
M Spoors,Canada,2022/23,5,5,194,64.66,137.58,da4a1e46
M Stanikzai,Switzerland,2024,0,0,0,0.0,0.0,ad8d5827
M Stoman,Portugal,2021,0,0,0,0.0,0.0,27aec396
M Taniyama,Japan,2022/23,0,0,0,0.0,0.0,cbd91942
M Taniyama,Japan,2023,5,3,11,5.5,84.61,cbd91942
M Taniyama,Japan,2023/24,11,8,19,3.31,48.39,cbd91942
M Taniyama,Japan,2024,18,12,62,6.98,78.49,cbd91942
M Taylor,Bahamas,2021/22,0,0,0,0.0,0.0,92075cdc
M Taylor,Bahamas,2022,6,6,187,31.16,116.87,92075cdc
M Taylor,Bahamas,2022/23,11,11,319,29.0,117.8,92075cdc
M Theekshana,Sri Lanka,2021,0,0,0,0.0,0.0,f24c6701
M Theekshana,Sri Lanka,2021/22,3,1,0,0.0,0.0,f24c6701
M Theekshana,Sri Lanka,2022,15,5,18,7.2,144.0,f24c6701
M Theekshana,Sri Lanka,2022/23,24,9,20,4.44,92.7,f24c6701
M Theekshana,Sri Lanka,2023/24,38,16,34,4.03,73.26,f24c6701
M Theekshana,Sri Lanka,2024,46,17,36,3.91,70.91,f24c6701
M Theekshana,Sri Lanka,2024/25,52,22,47,3.65,63.72,f24c6701
M Thurgate,Japan,2023/24,0,0,0,0.0,0.0,98aaa3f3
M Vaik,Estonia,2021/22,0,0,0,0.0,0.0,5335c5a7
M Vaik,Estonia,2022,6,6,41,6.83,53.94,5335c5a7
M Vaik,Estonia,2024,11,9,70,9.39,53.86,5335c5a7
M Vandrasi,Czech Republic,2024,0,0,0,0.0,0.0,e82543d5
M Vijay,India,2010,0,0,0,0.0,0.0,4b57e452
M Vijay,India,2010/11,6,6,108,18.0,96.42,4b57e452
M Vijay,India,2015,7,7,122,17.43,99.31,4b57e452
M Vivekanandan,Mongolia,2024,0,0,0,0.0,0.0,c4e205e4
M Walker,Bermuda,2023/24,0,0,0,0.0,0.0,6f79d514
M Whelan,Gibraltar,2022,0,0,0,0.0,0.0,d613f046
M Whelan,Gibraltar,2023,9,5,50,12.5,111.11,d613f046
M Whelan,Gibraltar,2024,11,7,60,10.36,98.41,d613f046
M Worndl,Czech Republic,2024,0,0,0,0.0,0.0,e8d1c172
M Yunusu Issa,Tanzania,2022,0,0,0,0.0,0.0,bbab35a3
M Yunusu Issa,Tanzania,2022/23,1,1,1,1.0,100.0,bbab35a3
M Yunusu Issa,Tanzania,2023,19,11,78,10.09,116.78,bbab35a3
M Yunusu Issa,Tanzania,2023/24,31,20,168,12.3,127.51,bbab35a3
M Yunusu Issa,Tanzania,2024,39,28,225,12.86,119.65,bbab35a3
M Zondeki,South Africa,2005/06,0,0,0,0.0,0.0,9b75e4f1
M de Lange,South Africa,2011/12,0,0,0,0.0,0.0,d4eef961
M de Lange,South Africa,2014/15,2,0,0,0.0,0.0,d4eef961
M de Lange,South Africa,2015/16,5,0,0,0.0,0.0,d4eef961
M van Lingen,Namibia,2021/22,0,0,0,0.0,0.0,7eb36269
M van Lingen,Namibia,2022,8,5,72,14.4,97.29,7eb36269
M van Lingen,Namibia,2022/23,10,7,135,19.29,102.22,7eb36269
M van Lingen,Namibia,2023/24,13,10,168,16.8,101.55,7eb36269
M van Lingen,Namibia,2024,27,24,475,19.79,115.7,7eb36269
MA Aponso,Sri Lanka,2017/18,0,0,0,0.0,0.0,e2ee90d9
MA Aponso,Sri Lanka,2018/19,2,0,0,0.0,0.0,e2ee90d9
MA Baig,Malawi,2019/20,0,0,0,0.0,0.0,89394502
MA Baig,Malawi,2021/22,7,4,5,1.25,41.66,89394502
MA Baig,Malawi,2022,13,9,86,45.56,66.9,89394502
MA Baig,Malawi,2022/23,16,12,179,45.79,81.17,89394502
MA Baig,Malawi,2023,23,16,278,40.53,93.88,89394502
MA Baig,Malawi,2023/24,26,18,310,37.81,93.61,89394502
MA Baig,Malawi,2024,31,23,359,32.25,88.69,89394502
MA Baig,Malawi,2024/25,36,26,391,32.22,85.43,89394502
MA Carberry,England,2014,0,0,0,0.0,0.0,8305580c
MA Jones,Scotland,2022,0,0,0,0.0,0.0,05f96194
MA Jones,Scotland,2022/23,1,1,0,0.0,0.0,05f96194
MA Jones,Scotland,2024,4,4,110,27.49,107.14,05f96194
MA Leask,Scotland,2013,0,0,0,0.0,0.0,28131839
MA Leask,Scotland,2013/14,1,1,1,1.0,33.33,28131839
MA Leask,Scotland,2015,3,3,63,21.0,90.6,28131839
MA Leask,Scotland,2015/16,10,7,87,12.43,95.97,28131839
MA Leask,Scotland,2016/17,13,9,102,11.33,94.25,28131839
MA Leask,Scotland,2018,14,9,102,11.33,94.25,28131839
MA Leask,Scotland,2018/19,20,13,158,13.59,111.82,28131839
MA Leask,Scotland,2019,23,14,169,13.4,110.98,28131839
MA Leask,Scotland,2019/20,27,18,178,11.09,101.7,28131839
MA Leask,Scotland,2021,31,22,240,11.89,110.05,28131839
MA Leask,Scotland,2021/22,34,25,293,13.65,113.15,28131839
MA Leask,Scotland,2022,43,33,428,15.01,121.29,28131839
MA Leask,Scotland,2022/23,45,35,454,14.9,119.66,28131839
MA Leask,Scotland,2023,48,38,487,15.02,119.52,28131839
MA Leask,Scotland,2023/24,54,43,578,16.8,125.97,28131839
MA Leask,Scotland,2024,57,46,613,16.47,124.28,28131839
MA Ouma,Kenya,2007/08,0,0,0,0.0,0.0,0939c670
MA Ouma,Kenya,2008,2,2,0,0.0,0.0,0939c670
MA Ouma,Kenya,2009/10,6,6,22,3.67,54.32,0939c670
MA Ouma,Kenya,2011/12,10,7,34,4.86,58.8,0939c670
MA Ouma,Kenya,2012/13,11,8,38,4.75,59.79,0939c670
MA Ouma,Kenya,2013,13,10,57,5.7,66.83,0939c670
MA Ouma,Kenya,2013/14,17,14,97,6.93,68.9,0939c670
MA Parker,Scotland,2011/12,0,0,0,0.0,0.0,4d0055a0
MA Starc,Australia,2012,0,0,0,0.0,0.0,3fb19989
MA Starc,Australia,2012/13,2,0,0,0.0,0.0,3fb19989
MA Starc,Australia,2013/14,10,2,3,3.0,37.5,3fb19989
MA Starc,Australia,2014/15,18,5,12,3.0,69.0,3fb19989
MA Starc,Australia,2015,19,5,12,3.0,69.0,3fb19989
MA Starc,Australia,2016,20,6,12,2.5,57.5,3fb19989
MA Starc,Australia,2018/19,22,6,12,2.5,57.5,3fb19989
MA Starc,Australia,2019/20,23,6,12,2.5,57.5,3fb19989
MA Starc,Australia,2020,31,8,21,3.0,88.13,3fb19989
MA Starc,Australia,2020/21,34,9,23,2.89,100.56,3fb19989
MA Starc,Australia,2021,35,10,24,2.7,95.5,3fb19989
MA Starc,Australia,2021/22,41,15,70,9.47,96.29,3fb19989
MA Starc,Australia,2022,50,17,84,9.18,103.26,3fb19989
MA Starc,Australia,2022/23,51,17,84,9.18,103.26,3fb19989
MA Starc,Australia,2023/24,58,19,94,9.26,101.96,3fb19989
MA Starc,Australia,2024,60,19,94,9.26,101.96,3fb19989
MA Wood,England,2015,0,0,0,0.0,0.0,8d92a2c3
MA Wood,England,2017,1,0,0,0.0,0.0,8d92a2c3
MA Wood,England,2017/18,2,0,0,0.0,0.0,8d92a2c3
MA Wood,England,2018/19,4,2,10,5.0,83.33,8d92a2c3
MA Wood,England,2019/20,5,2,10,5.0,83.33,8d92a2c3
MA Wood,England,2020,8,2,10,5.0,83.33,8d92a2c3
MA Wood,England,2020/21,11,2,10,5.0,83.33,8d92a2c3
MA Wood,England,2021,15,2,10,5.0,83.33,8d92a2c3
MA Wood,England,2021/22,17,2,10,5.0,83.33,8d92a2c3
MA Wood,England,2022,19,3,11,3.67,88.89,8d92a2c3
MA Wood,England,2022/23,21,3,11,3.67,88.89,8d92a2c3
MA Wood,England,2024,28,3,11,3.67,88.89,8d92a2c3
MB Kruger,Namibia,2023/24,0,0,0,0.0,0.0,c51add25
MB Kruger,Namibia,2024,7,7,139,23.16,112.09,c51add25
MB Tambe,Finland,2021,0,0,0,0.0,0.0,1c1bb0d5
MB Tambe,Finland,2022,4,4,19,19.0,111.76,1c1bb0d5
MB Tambe,Finland,2023,14,12,72,15.17,109.36,1c1bb0d5
MB Tambe,Finland,2024,18,16,108,15.88,101.17,1c1bb0d5
MB van Schelven,Netherlands,2015,0,0,0,0.0,0.0,aef2982e
MBS Jonkman,Netherlands,2009/10,0,0,0,0.0,0.0,74ef405a
MC Bascombe,West Indies,2011,0,0,0,0.0,0.0,f467d746
MC Henriques,Australia,2008/09,0,0,0,0.0,0.0,32198ae0
MC Henriques,Australia,2013/14,1,1,1,1.0,50.0,32198ae0
MC Henriques,Australia,2016,4,2,13,6.5,75.0,32198ae0
MC Henriques,Australia,2016/17,6,3,14,4.67,61.11,32198ae0
MC Henriques,Australia,2017/18,9,6,89,39.83,105.56,32198ae0
MC Henriques,Australia,2020/21,11,8,159,47.38,110.98,32198ae0
MC Henriques,Australia,2021,14,11,220,42.77,122.31,32198ae0
MC Sorensen,Ireland,2011/12,0,0,0,0.0,0.0,3f18724b
MC Sorensen,Ireland,2012,6,0,0,0.0,0.0,3f18724b
MC Sorensen,Ireland,2012/13,9,2,12,6.0,92.3,3f18724b
MC Sorensen,Ireland,2013/14,10,2,12,6.0,92.3,3f18724b
MC Sorensen,Ireland,2015,16,5,27,11.4,72.92,3f18724b
MC Sorensen,Ireland,2015/16,18,6,50,13.33,92.71,3f18724b
MD Bates,New Zealand,2011/12,0,0,0,0.0,0.0,1b3acd33
MD Dai,Papua New Guinea,2015,0,0,0,0.0,0.0,5be810ba
MD Dai,Papua New Guinea,2015/16,3,2,18,9.0,54.54,5be810ba
MD Dai,Papua New Guinea,2017,6,5,45,9.0,65.6,5be810ba
MD Garratt,Gibraltar,2019/20,0,0,0,0.0,0.0,aa4154ad
MD Garratt,Gibraltar,2021,4,2,1,1.0,20.0,aa4154ad
MD Gunathilaka,Sri Lanka,2015/16,0,0,0,0.0,0.0,509a7ca1
MD Gunathilaka,Sri Lanka,2016,4,4,65,16.25,108.33,509a7ca1
MD Gunathilaka,Sri Lanka,2017/18,5,5,91,18.2,119.16,509a7ca1
MD Gunathilaka,Sri Lanka,2019,15,15,310,20.67,124.6,509a7ca1
MD Gunathilaka,Sri Lanka,2019/20,16,16,340,21.25,124.31,509a7ca1
MD Gunathilaka,Sri Lanka,2020/21,24,23,473,20.57,121.68,509a7ca1
MD Gunathilaka,Sri Lanka,2021,27,26,542,20.85,121.6,509a7ca1
MD Gunathilaka,Sri Lanka,2021/22,30,29,568,19.59,121.25,509a7ca1
MD Gunathilaka,Sri Lanka,2022,36,35,633,18.08,119.67,509a7ca1
MD Gunathilaka,Sri Lanka,2022/23,45,44,741,16.84,120.02,509a7ca1
MD Patel,United States of America,2018/19,0,0,0,0.0,0.0,25d7f1ac
MD Patel,United States of America,2019,2,2,17,8.5,85.0,25d7f1ac
MD Patel,United States of America,2021/22,8,8,85,12.33,96.25,25d7f1ac
MD Patel,United States of America,2022,16,13,164,15.18,111.62,25d7f1ac
MD Patel,United States of America,2024,20,17,267,17.67,119.01,25d7f1ac
MD Patel,United States of America,2024/25,31,27,549,21.57,124.67,25d7f1ac
MD Shanaka,Sri Lanka,2015,0,0,0,0.0,0.0,3ff033bb
MD Shanaka,Sri Lanka,2015/16,1,1,7,7.0,175.0,3ff033bb
MD Shanaka,Sri Lanka,2016,10,10,111,12.4,104.16,3ff033bb
MD Shanaka,Sri Lanka,2016/17,11,11,112,11.36,103.78,3ff033bb
MD Shanaka,Sri Lanka,2017,12,12,112,10.42,95.13,3ff033bb
MD Shanaka,Sri Lanka,2017/18,13,13,112,9.62,87.82,3ff033bb
MD Shanaka,Sri Lanka,2018,24,24,303,17.71,108.36,3ff033bb
MD Shanaka,Sri Lanka,2018/19,25,25,319,17.64,108.02,3ff033bb
MD Shanaka,Sri Lanka,2019,27,27,336,16.97,107.02,3ff033bb
MD Shanaka,Sri Lanka,2019/20,30,30,360,16.47,108.95,3ff033bb
MD Shanaka,Sri Lanka,2021,40,39,483,16.72,107.46,3ff033bb
MD Shanaka,Sri Lanka,2021/22,49,47,611,16.6,104.62,3ff033bb
MD Shanaka,Sri Lanka,2022,65,61,947,22.43,111.45,3ff033bb
MD Shanaka,Sri Lanka,2022/23,74,70,1126,22.83,115.68,3ff033bb
MD Shanaka,Sri Lanka,2023/24,88,83,1351,22.46,119.73,3ff033bb
MD Shanaka,Sri Lanka,2024,97,89,1444,22.51,121.93,3ff033bb
MD du Preez,Namibia,2021,0,0,0,0.0,0.0,e5ad357a
MDK Perera,Sri Lanka,2011,0,0,0,0.0,0.0,5531248e
MDK Perera,Sri Lanka,2011/12,2,1,0,0.0,0.0,5531248e
MDKJ Perera,Sri Lanka,2012/13,0,0,0,0.0,0.0,f21043a5
MDKJ Perera,Sri Lanka,2013,3,3,112,37.33,134.93,f21043a5
MDKJ Perera,Sri Lanka,2013/14,6,6,145,24.17,108.71,f21043a5
MDKJ Perera,Sri Lanka,2014,17,17,511,30.06,130.52,f21043a5
MDKJ Perera,Sri Lanka,2015,18,18,521,28.94,128.82,f21043a5
MDKJ Perera,Sri Lanka,2015/16,20,20,544,27.2,129.47,f21043a5
MDKJ Perera,Sri Lanka,2016,22,22,596,27.09,129.23,f21043a5
MDKJ Perera,Sri Lanka,2016/17,25,25,635,25.4,125.72,f21043a5
MDKJ Perera,Sri Lanka,2017/18,27,27,716,26.52,127.32,f21043a5
MDKJ Perera,Sri Lanka,2018,34,34,1020,30.0,132.71,f21043a5
MDKJ Perera,Sri Lanka,2018/19,35,35,1023,29.23,131.78,f21043a5
MDKJ Perera,Sri Lanka,2019,36,36,1046,29.05,133.44,f21043a5
MDKJ Perera,Sri Lanka,2019/20,39,39,1071,27.46,129.19,f21043a5
MDKJ Perera,Sri Lanka,2021,47,46,1293,28.11,129.52,f21043a5
MDKJ Perera,Sri Lanka,2021/22,52,51,1416,27.76,127.31,f21043a5
MDKJ Perera,Sri Lanka,2022/23,60,59,1539,26.38,126.56,f21043a5
MDKJ Perera,Sri Lanka,2023/24,63,62,1660,28.03,126.41,f21043a5
MDKJ Perera,Sri Lanka,2024,66,65,1677,27.0,125.48,f21043a5
MDKJ Perera,Sri Lanka,2024/25,69,68,1796,27.56,126.34,f21043a5
ME Leoela,Lesotho,2021/22,0,0,0,0.0,0.0,3b107df5
ME Leoela,Lesotho,2022/23,2,2,8,8.0,80.0,3b107df5
ME Leoela,Lesotho,2023/24,7,6,15,7.33,47.87,3b107df5
ME Leoela,Lesotho,2024,12,10,20,5.06,45.39,3b107df5
ME Trescothick,England,2005,0,0,0,0.0,0.0,ea42ddb9
ME Trescothick,England,2006,1,1,41,41.0,110.81,ea42ddb9
MEK Hussey,Australia,2004/05,0,0,0,0.0,0.0,48fd7349
MEK Hussey,Australia,2005,1,1,31,31.0,206.66,48fd7349
MEK Hussey,Australia,2005/06,2,2,32,16.0,111.66,48fd7349
MEK Hussey,Australia,2006/07,3,2,32,16.0,111.66,48fd7349
MEK Hussey,Australia,2007/08,4,3,50,16.67,141.11,48fd7349
MEK Hussey,Australia,2008,12,7,137,19.57,125.89,48fd7349
MEK Hussey,Australia,2008/09,13,7,137,19.57,125.89,48fd7349
MEK Hussey,Australia,2009,16,10,197,22.7,130.98,48fd7349
MEK Hussey,Australia,2010,18,12,226,23.75,133.31,48fd7349
MEK Hussey,Australia,2011/12,27,20,457,37.35,147.93,48fd7349
MEK Hussey,Australia,2012,29,22,530,40.59,146.55,48fd7349
MEK Hussey,Australia,2012/13,32,25,566,37.16,138.78,48fd7349
MF Maharoof,Sri Lanka,2006,0,0,0,0.0,0.0,ab89348d
MF Maharoof,Sri Lanka,2006/07,1,1,8,8.0,100.0,ab89348d
MF Maharoof,Sri Lanka,2007/08,2,1,8,8.0,100.0,ab89348d
MF Maharoof,Sri Lanka,2008/09,4,2,8,4.0,50.0,ab89348d
MF Maharoof,Sri Lanka,2016,7,4,23,9.5,69.12,ab89348d
MG Bracewell,New Zealand,2022,0,0,0,0.0,0.0,e38bce7a
MG Bracewell,New Zealand,2022/23,8,5,89,44.5,206.97,e38bce7a
MG Bracewell,New Zealand,2024,16,11,113,23.5,128.52,e38bce7a
MG Erasmus,Namibia,2019,0,0,0,0.0,0.0,95a5e066
MG Erasmus,Namibia,2019/20,7,5,139,34.75,141.83,95a5e066
MG Erasmus,Namibia,2021,16,14,407,37.02,139.0,95a5e066
MG Erasmus,Namibia,2021/22,19,17,484,44.07,141.65,95a5e066
MG Erasmus,Namibia,2022,30,28,673,34.18,129.17,95a5e066
MG Erasmus,Namibia,2022/23,38,36,927,37.88,130.17,95a5e066
MG Erasmus,Namibia,2023/24,41,39,979,36.3,126.82,95a5e066
MG Erasmus,Namibia,2024,52,50,1194,35.07,121.77,95a5e066
MG Hunter,Gibraltar,2019/20,0,0,0,0.0,0.0,f08adc01
MG Johnson,Australia,2007/08,0,0,0,0.0,0.0,f5180fe6
MG Johnson,Australia,2008,7,3,14,14.0,200.0,f5180fe6
MG Johnson,Australia,2008/09,8,3,14,14.0,200.0,f5180fe6
MG Johnson,Australia,2009,9,4,24,13.0,175.0,f5180fe6
MG Johnson,Australia,2009/10,12,6,61,21.0,178.33,f5180fe6
MG Johnson,Australia,2010,16,9,68,14.78,132.61,f5180fe6
MG Johnson,Australia,2010/11,24,13,76,11.05,122.58,f5180fe6
MG Johnson,Australia,2011,26,14,77,10.33,120.96,f5180fe6
MG Johnson,Australia,2013,28,16,106,12.66,119.27,f5180fe6
MGSM Fernando,Italy,2021/22,0,0,0,0.0,0.0,658c2e71
MH Cross,Scotland,2013,0,0,0,0.0,0.0,8b261d84
MH Cross,Scotland,2013/14,2,2,17,8.5,70.83,8b261d84
MH Cross,Scotland,2015,4,3,18,6.0,63.89,8b261d84
MH Cross,Scotland,2015/16,12,8,224,28.0,134.95,8b261d84
MH Cross,Scotland,2016/17,19,15,306,21.31,121.67,8b261d84
MH Cross,Scotland,2018,23,18,392,22.53,122.16,8b261d84
MH Cross,Scotland,2018/19,29,23,485,22.69,119.96,8b261d84
MH Cross,Scotland,2019,32,26,500,20.65,113.04,8b261d84
MH Cross,Scotland,2019/20,35,28,566,23.89,113.39,8b261d84
MH Cross,Scotland,2021,43,35,755,28.56,117.52,8b261d84
MH Cross,Scotland,2021/22,46,37,811,28.53,116.88,8b261d84
MH Cross,Scotland,2022,56,46,946,26.25,109.64,8b261d84
MH Cross,Scotland,2022/23,58,48,961,25.47,110.28,8b261d84
MH Cross,Scotland,2023,61,51,993,24.6,109.49,8b261d84
MH Cross,Scotland,2023/24,65,54,1038,24.48,109.99,8b261d84
MH Cross,Scotland,2024,67,56,1082,25.18,109.4,8b261d84
MH Oman,Slovenia,2022,0,0,0,0.0,0.0,6005fe89
MH Yardy,England,2006,0,0,0,0.0,0.0,3812d56b
MH Yardy,England,2007,1,1,24,24.0,171.42,3812d56b
MH Yardy,England,2010,3,2,47,23.5,149.59,3812d56b
MH Yardy,England,2010/11,12,7,96,24.21,132.48,3812d56b
MJ Ansell,Isle of Man,2020,0,0,0,0.0,0.0,6e60a792
MJ Ansell,Isle of Man,2021/22,1,1,6,6.0,85.71,6e60a792
MJ Ansell,Isle of Man,2022,5,1,6,6.0,85.71,6e60a792
MJ Ansell,Isle of Man,2022/23,10,4,30,10.5,81.43,6e60a792
MJ Ansell,Isle of Man,2023,14,7,33,6.43,60.81,6e60a792
MJ Ansell,Isle of Man,2024,17,7,33,6.43,60.81,6e60a792
MJ Clarke,Australia,2004/05,0,0,0,0.0,0.0,f842c2cf
MJ Clarke,Australia,2005,1,1,7,7.0,175.0,f842c2cf
MJ Clarke,Australia,2005/06,2,2,7,3.5,87.5,f842c2cf
MJ Clarke,Australia,2006/07,4,4,44,20.25,120.83,f842c2cf
MJ Clarke,Australia,2007/08,5,5,49,17.2,113.33,f842c2cf
MJ Clarke,Australia,2008,13,10,147,24.93,117.16,f842c2cf
MJ Clarke,Australia,2008/09,14,10,147,24.93,117.16,f842c2cf
MJ Clarke,Australia,2009,16,12,176,23.19,110.02,f842c2cf
MJ Clarke,Australia,2009/10,19,15,216,22.55,102.3,f842c2cf
MJ Clarke,Australia,2010,24,19,345,26.86,106.38,f842c2cf
MJ Clarke,Australia,2010/11,33,27,472,23.6,102.33,f842c2cf
MJ Guptill,New Zealand,2008/09,0,0,0,0.0,0.0,2be41edb
MJ Guptill,New Zealand,2009,3,3,51,17.0,104.08,2be41edb
MJ Guptill,New Zealand,2009/10,10,9,214,27.4,122.33,2be41edb
MJ Guptill,New Zealand,2010,15,13,286,24.51,115.89,2be41edb
MJ Guptill,New Zealand,2010/11,20,18,341,21.52,104.07,2be41edb
MJ Guptill,New Zealand,2011/12,23,21,439,23.11,112.93,2be41edb
MJ Guptill,New Zealand,2012,29,27,788,43.83,119.49,2be41edb
MJ Guptill,New Zealand,2012/13,32,30,818,40.44,116.91,2be41edb
MJ Guptill,New Zealand,2013/14,41,39,1168,41.21,118.37,2be41edb
MJ Guptill,New Zealand,2014/15,47,45,1241,37.33,115.07,2be41edb
MJ Guptill,New Zealand,2015,48,46,1273,37.22,114.88,2be41edb
MJ Guptill,New Zealand,2015/16,52,50,1414,37.06,117.09,2be41edb
MJ Guptill,New Zealand,2017/18,61,59,1806,38.88,125.45,2be41edb
MJ Guptill,New Zealand,2018/19,75,73,2271,37.79,128.01,2be41edb
MJ Guptill,New Zealand,2019,76,74,2272,37.3,126.73,2be41edb
MJ Guptill,New Zealand,2019/20,78,75,2283,36.95,126.26,2be41edb
MJ Guptill,New Zealand,2020/21,88,85,2536,35.58,130.01,2be41edb
MJ Guptill,New Zealand,2021/22,102,98,2939,34.97,133.01,2be41edb
MJ Guptill,New Zealand,2022,112,108,3299,35.06,133.28,2be41edb
MJ Guptill,New Zealand,2022/23,121,117,3497,34.06,132.43,2be41edb
MJ Henry,New Zealand,2014/15,0,0,0,0.0,0.0,e84ac20c
MJ Henry,New Zealand,2015,2,0,0,0.0,0.0,e84ac20c
MJ Henry,New Zealand,2015/16,3,1,0,0.0,0.0,e84ac20c
MJ Henry,New Zealand,2016/17,5,2,10,5.0,100.0,e84ac20c
MJ Henry,New Zealand,2022/23,6,2,10,5.0,100.0,e84ac20c
MJ Henry,New Zealand,2023,7,2,10,5.0,100.0,e84ac20c
MJ Henry,New Zealand,2023/24,13,3,10,3.33,66.67,e84ac20c
MJ Henry,New Zealand,2024,17,6,12,2.67,58.33,e84ac20c
MJ Humphreys,Ireland,2022/23,0,0,0,0.0,0.0,2c54c49b
MJ Humphreys,Ireland,2024/25,1,0,0,0.0,0.0,2c54c49b
MJ Lumb,England,2010,0,0,0,0.0,0.0,11df3dc8
MJ Lumb,England,2011,7,7,137,19.57,141.23,11df3dc8
MJ Lumb,England,2012,8,8,139,17.37,127.74,11df3dc8
MJ Lumb,England,2012/13,9,9,144,16.0,127.44,11df3dc8
MJ Lumb,England,2013,14,14,287,23.05,125.95,11df3dc8
MJ Lumb,England,2013/14,18,18,383,23.26,136.75,11df3dc8
MJ Mason,New Zealand,2006/07,0,0,0,0.0,0.0,aab3e7be
MJ Mason,New Zealand,2007/08,1,0,0,0.0,0.0,aab3e7be
MJ Mason,New Zealand,2008,2,0,0,0.0,0.0,aab3e7be
MJ McClenaghan,New Zealand,2012/13,0,0,0,0.0,0.0,51a3c5ef
MJ McClenaghan,New Zealand,2013,6,3,7,7.0,63.63,51a3c5ef
MJ McClenaghan,New Zealand,2013/14,8,3,7,7.0,63.63,51a3c5ef
MJ McClenaghan,New Zealand,2014/15,15,4,7,5.25,47.72,51a3c5ef
MJ McClenaghan,New Zealand,2015,16,4,7,5.25,47.72,51a3c5ef
MJ McClenaghan,New Zealand,2015/16,20,5,7,4.2,38.18,51a3c5ef
MJ North,Australia,2009,0,0,0,0.0,0.0,99464591
MJ Prior,England,2007,0,0,0,0.0,0.0,1200550f
MJ Prior,England,2007/08,2,2,47,23.5,167.85,1200550f
MJ Prior,England,2009,5,5,116,23.2,133.91,1200550f
MJ Prior,England,2009/10,6,5,116,23.2,133.91,1200550f
MJ Richardson,Germany,2019,0,0,0,0.0,0.0,22176fe7
MJ Richardson,Germany,2019/20,3,3,50,50.0,131.57,22176fe7
MJ Richardson,Germany,2021/22,5,5,115,56.0,123.01,22176fe7
MJ Richardson,Germany,2022/23,16,16,346,35.14,104.89,22176fe7
MJ Richardson,Germany,2023,20,19,413,34.88,103.44,22176fe7
MJ Ross,Italy,2019,0,0,0,0.0,0.0,d1c7dd6d
MJ Santner,New Zealand,2015,0,0,0,0.0,0.0,e4a0deae
MJ Santner,New Zealand,2015/16,1,1,9,9.0,69.23,e4a0deae
MJ Santner,New Zealand,2016/17,10,7,40,6.6,88.04,e4a0deae
MJ Santner,New Zealand,2017/18,14,9,49,6.13,88.47,e4a0deae
MJ Santner,New Zealand,2018/19,27,17,170,22.23,122.76,e4a0deae
MJ Santner,New Zealand,2019,31,20,197,20.92,118.81,e4a0deae
MJ Santner,New Zealand,2019/20,34,23,237,23.41,124.18,e4a0deae
MJ Santner,New Zealand,2020/21,44,32,282,18.93,119.39,e4a0deae
MJ Santner,New Zealand,2021/22,52,37,335,19.96,122.61,e4a0deae
MJ Santner,New Zealand,2022,62,43,358,18.78,117.85,e4a0deae
MJ Santner,New Zealand,2022/23,72,48,461,22.18,121.58,e4a0deae
MJ Santner,New Zealand,2023,83,56,530,20.99,118.93,e4a0deae
