Player,Country,Season,Cum Mat Total,Cum Inns Total,Cum Runs Total,Cum Batting Ave,Cum SR,player_id
CH Morris,South Africa,2012/13,0,0,0,0.0,0.0,fb66ce1f
CH Morris,South Africa,2015/16,2,1,0,0.0,0.0,fb66ce1f
CH Morris,South Africa,2016/17,11,5,44,17.6,92.62,fb66ce1f
CH Morris,South Africa,2017,12,6,53,16.17,98.62,fb66ce1f
CH Morris,South Africa,2017/18,14,8,73,14.63,98.96,fb66ce1f
CH Morris,South Africa,2018/19,17,10,77,12.1,99.17,fb66ce1f
CJ Anderson,New Zealand,2012/13,0,0,0,0.0,0.0,8abdf100
CJ Anderson,New Zealand,2013,3,2,17,8.5,121.42,8abdf100
CJ Anderson,New Zealand,2013/14,5,2,17,8.5,121.42,8abdf100
CJ Anderson,New Zealand,2014,12,7,68,11.54,138.77,8abdf100
CJ Anderson,New Zealand,2014/15,14,9,97,12.19,133.71,8abdf100
CJ Anderson,New Zealand,2015/16,15,10,145,15.78,133.31,8abdf100
CJ Anderson,New Zealand,2016/17,25,18,315,19.56,130.03,8abdf100
CJ Anderson,New Zealand,2018/19,29,22,432,23.09,137.67,8abdf100
CJ Anderson,United States of America,2024,0,0,0,0.0,0.0,8abdf100
CJ Bowes,New Zealand,2022/23,0,0,0,0.0,0.0,45df0e72
CJ Bowes,New Zealand,2023,3,3,50,16.66,138.88,45df0e72
CJ Boyce,Australia,2014/15,0,0,0,0.0,0.0,51a60c16
CJ Boyce,Australia,2015,4,1,1,1.0,100.0,51a60c16
CJ Boyce,Australia,2015/16,5,1,1,1.0,100.0,51a60c16
CJ Chibhabha,Zimbabwe,2006/07,0,0,0,0.0,0.0,f32dbc84
CJ Chibhabha,Zimbabwe,2007/08,1,1,2,2.0,100.0,f32dbc84
CJ Chibhabha,Zimbabwe,2008/09,3,3,22,7.33,93.93,f32dbc84
CJ Chibhabha,Zimbabwe,2010,7,7,100,14.29,85.27,f32dbc84
CJ Chibhabha,Zimbabwe,2010/11,9,9,147,16.33,88.55,f32dbc84
CJ Chibhabha,Zimbabwe,2011,11,11,258,23.45,100.09,f32dbc84
CJ Chibhabha,Zimbabwe,2011/12,13,13,296,22.77,100.93,f32dbc84
CJ Chibhabha,Zimbabwe,2012/13,15,15,370,24.67,106.82,f32dbc84
CJ Chibhabha,Zimbabwe,2015,17,17,391,23.0,104.55,f32dbc84
CJ Chibhabha,Zimbabwe,2015/16,21,20,487,24.35,106.01,f32dbc84
CJ Chibhabha,Zimbabwe,2016,27,26,565,21.73,105.87,f32dbc84
CJ Chibhabha,Zimbabwe,2018,30,29,600,20.69,103.97,f32dbc84
CJ Chibhabha,Zimbabwe,2018/19,32,31,618,19.93,106.19,f32dbc84
CJ Chibhabha,Zimbabwe,2020/21,33,32,621,19.41,104.75,f32dbc84
CJ Dala,South Africa,2017/18,0,0,0,0.0,0.0,1cb14aa4
CJ Dala,South Africa,2018,3,1,2,2.0,66.66,1cb14aa4
CJ Dala,South Africa,2018/19,4,2,14,7.0,68.62,1cb14aa4
CJ Dala,South Africa,2020/21,9,4,19,6.0,65.56,1cb14aa4
CJ Delany,Gibraltar,2019/20,0,0,0,0.0,0.0,3bc56bd6
CJ Delany,Gibraltar,2021,4,4,37,9.25,61.66,3bc56bd6
CJ Delany,Gibraltar,2021/22,8,8,188,29.79,107.09,3bc56bd6
CJ Ferguson,Australia,2008/09,0,0,0,0.0,0.0,9b4935c8
CJ Ferguson,Australia,2009,2,2,8,4.0,80.0,9b4935c8
CJ Gannon,United States of America,2019,0,0,0,0.0,0.0,519c30cb
CJ Green,Australia,2023/24,0,0,0,0.0,0.0,19b9f399
CJ Jordan,England,2013/14,0,0,0,0.0,0.0,ffe699c0
CJ Jordan,England,2014,6,5,75,25.0,136.36,ffe699c0
CJ Jordan,England,2015/16,7,6,80,21.67,134.47,ffe699c0
CJ Jordan,England,2016,17,12,128,16.83,114.29,ffe699c0
CJ Jordan,England,2016/17,19,12,128,16.83,114.29,ffe699c0
CJ Jordan,England,2017,22,14,128,14.43,97.96,ffe699c0
CJ Jordan,England,2017/18,26,16,134,13.38,96.43,ffe699c0
CJ Jordan,England,2018,30,20,163,16.5,107.67,ffe699c0
CJ Jordan,England,2018/19,34,22,166,15.14,104.7,ffe699c0
CJ Jordan,England,2019,38,23,168,14.57,108.84,ffe699c0
CJ Jordan,England,2019/20,39,23,168,14.57,108.84,ffe699c0
CJ Jordan,England,2020,46,27,223,16.48,125.31,ffe699c0
CJ Jordan,England,2020/21,52,31,244,15.71,123.4,ffe699c0
CJ Jordan,England,2021,60,35,270,15.4,122.81,ffe699c0
CJ Jordan,England,2021/22,65,38,296,16.24,130.22,ffe699c0
CJ Jordan,England,2022,75,43,358,16.15,129.79,ffe699c0
CJ Jordan,England,2022/23,81,49,415,15.92,133.84,ffe699c0
CJ Jordan,England,2023,87,53,432,16.0,130.15,ffe699c0
CJ Jordan,England,2024,88,54,434,15.74,128.97,ffe699c0
CJ Langford,Isle of Man,2020,0,0,0,0.0,0.0,3967b66f
CJ Langford,Isle of Man,2021/22,1,1,8,8.0,133.33,3967b66f
CJ Langford,Isle of Man,2022,4,2,14,7.0,109.52,3967b66f
CJ Langford,Isle of Man,2023,9,5,30,7.6,94.33,3967b66f
CJ Langford,Isle of Man,2024,12,5,30,7.6,94.33,3967b66f
CJ McKay,Australia,2010/11,0,0,0,0.0,0.0,94eac556
CJ McKay,Australia,2011/12,1,1,6,6.0,100.0,94eac556
CJ McKay,Australia,2012/13,4,3,13,4.33,91.67,94eac556
CJ McKay,Australia,2013/14,5,4,19,4.75,87.5,94eac556
CJA Amini,Papua New Guinea,2015,0,0,0,0.0,0.0,4d84ad05
CJA Amini,Papua New Guinea,2015/16,3,2,43,43.0,87.75,4d84ad05
CJA Amini,Papua New Guinea,2018/19,6,5,90,26.6,93.85,4d84ad05
CJA Amini,Papua New Guinea,2019,10,7,169,41.57,114.06,4d84ad05
CJA Amini,Papua New Guinea,2019/20,15,11,277,39.54,117.21,4d84ad05
CJA Amini,Papua New Guinea,2021/22,23,18,377,30.64,114.36,4d84ad05
CJA Amini,Papua New Guinea,2022,33,28,590,27.31,118.0,4d84ad05
CJA Amini,Papua New Guinea,2023,40,35,681,24.45,112.97,4d84ad05
CJA Amini,Papua New Guinea,2023/24,50,43,837,27.15,113.78,4d84ad05
CJA Amini,Papua New Guinea,2024,56,48,994,28.41,116.53,4d84ad05
CJO Smith,Scotland,2007/08,0,0,0,0.0,0.0,c46e9e56
CJO Smith,Scotland,2008,2,1,11,11.0,157.14,c46e9e56
CJO Smith,Scotland,2009,6,4,58,20.38,117.62,c46e9e56
CJPF Kalugamage,Italy,2022,0,0,0,0.0,0.0,31c04b7b
CJPF Kalugamage,Italy,2022/23,4,1,6,6.0,120.0,31c04b7b
CJPF Kalugamage,Italy,2023,5,2,8,4.0,76.67,31c04b7b
CJPF Kalugamage,Italy,2024,8,4,18,4.5,80.0,31c04b7b
CK Coventry,Zimbabwe,2010,0,0,0,0.0,0.0,a21ea40c
CK Coventry,Zimbabwe,2010/11,3,2,28,14.0,186.66,a21ea40c
CK Coventry,Zimbabwe,2011,5,4,48,17.0,170.25,a21ea40c
CK Coventry,Zimbabwe,2011/12,7,6,87,17.83,189.97,a21ea40c
CK Coventry,Zimbabwe,2015,9,8,97,14.63,159.14,a21ea40c
CK Jasmat,Samoa,2022,0,0,0,0.0,0.0,5299063a
CK Jasmat,Samoa,2024,6,5,39,7.8,105.4,5299063a
CK Kapugedera,Sri Lanka,2006,0,0,0,0.0,0.0,cfad138c
CK Kapugedera,Sri Lanka,2006/07,1,1,22,22.0,137.5,cfad138c
CK Kapugedera,Sri Lanka,2008/09,3,2,34,17.0,118.75,cfad138c
CK Kapugedera,Sri Lanka,2009,7,6,112,31.67,113.86,cfad138c
CK Kapugedera,Sri Lanka,2009/10,9,8,125,25.38,100.17,cfad138c
CK Kapugedera,Sri Lanka,2010,11,10,174,25.2,120.97,cfad138c
CK Kapugedera,Sri Lanka,2010/11,19,17,276,21.82,118.35,cfad138c
CK Kapugedera,Sri Lanka,2012,20,17,276,21.82,118.35,cfad138c
CK Kapugedera,Sri Lanka,2015,21,18,295,21.67,116.36,cfad138c
CK Kapugedera,Sri Lanka,2015/16,23,20,374,23.45,123.99,cfad138c
CK Kapugedera,Sri Lanka,2016,36,32,554,20.79,115.63,cfad138c
CK Kapugedera,Sri Lanka,2016/17,38,34,604,21.04,116.78,cfad138c
CK Langeveldt,South Africa,2005/06,0,0,0,0.0,0.0,d1c94b25
CK Langeveldt,South Africa,2006/07,1,1,2,2.0,50.0,d1c94b25
CK Langeveldt,South Africa,2007/08,2,2,2,1.0,25.0,d1c94b25
CK Langeveldt,South Africa,2009/10,3,2,2,1.0,25.0,d1c94b25
CK Langeveldt,South Africa,2010,4,2,2,1.0,25.0,d1c94b25
CK Tshuma,Zimbabwe,2019/20,0,0,0,0.0,0.0,f6571355
CL Cairns,New Zealand,2004/05,0,0,0,0.0,0.0,0b130202
CL Cairns,New Zealand,2005/06,1,1,1,1.0,25.0,0b130202
CL White,Australia,2006/07,0,0,0,0.0,0.0,d0513f63
CL White,Australia,2008,1,1,40,40.0,200.0,d0513f63
CL White,Australia,2008/09,2,2,50,25.0,183.33,d0513f63
CL White,Australia,2009,7,7,152,25.36,148.24,d0513f63
CL White,Australia,2009/10,8,8,207,29.06,148.81,d0513f63
CL White,Australia,2010,13,12,301,35.04,148.94,d0513f63
CL White,Australia,2010/11,22,21,505,34.6,145.82,d0513f63
CL White,Australia,2011,25,24,519,30.85,135.93,d0513f63
CL White,Australia,2011/12,27,26,565,30.25,134.54,d0513f63
CL White,Australia,2012,29,28,632,30.48,134.9,d0513f63
CL White,Australia,2012/13,32,31,652,28.18,128.09,d0513f63
CL White,Australia,2013/14,38,35,712,28.38,127.44,d0513f63
CL White,Australia,2014/15,44,41,918,31.77,128.5,d0513f63
CM Akachukwu,Nigeria,2019,0,0,0,0.0,0.0,e6581a17
CM Akachukwu,Nigeria,2019/20,2,2,8,8.0,200.0,e6581a17
CM Akachukwu,Nigeria,2021/22,8,5,14,6.8,112.72,e6581a17
CM Rocca,Gibraltar,2022,0,0,0,0.0,0.0,ac5a9d43
CM Wright,Scotland,2007/08,0,0,0,0.0,0.0,008589a4
CM Wright,Scotland,2009,2,1,14,14.0,77.77,008589a4
CMW Read,England,2006,0,0,0,0.0,0.0,be4cefab
CN Ackermann,Netherlands,2019/20,0,0,0,0.0,0.0,e734d090
CN Ackermann,Netherlands,2021/22,11,11,243,30.37,123.97,e734d090
CN Ackermann,Netherlands,2022/23,14,14,300,27.93,118.83,e734d090
CN Greaves,Scotland,2021/22,0,0,0,0.0,0.0,f42064d5
CN Greaves,Scotland,2022,9,7,97,16.16,93.26,f42064d5
CN Greaves,Scotland,2022/23,11,9,165,20.12,102.16,f42064d5
CN Greaves,Scotland,2023,14,11,184,18.19,102.78,f42064d5
CN Greaves,Scotland,2023/24,20,15,233,26.41,114.97,f42064d5
CN Greaves,Scotland,2024,22,17,235,23.42,104.8,f42064d5
CN Kakuru,Uganda,2022/23,0,0,0,0.0,0.0,f6aed283
CN Kakuru,Uganda,2023,11,8,72,10.28,98.63,f6aed283
CN Kakuru,Uganda,2023/24,28,16,131,10.05,102.95,f6aed283
CN Onwuzulike,Nigeria,2019,0,0,0,0.0,0.0,715dbf27
CN Onwuzulike,Nigeria,2019/20,3,3,28,9.33,90.32,715dbf27
CN Onwuzulike,Nigeria,2021,9,9,122,15.64,96.07,715dbf27
CN Onwuzulike,Nigeria,2022/23,15,15,216,15.65,100.36,715dbf27
CO Obuya,Kenya,2007/08,0,0,0,0.0,0.0,5680f1ad
CO Obuya,Kenya,2008,4,4,51,17.0,83.6,5680f1ad
CO Obuya,Kenya,2009/10,5,5,67,16.8,120.21,5680f1ad
CO Obuya,Kenya,2011/12,9,7,106,23.14,124.29,5680f1ad
CO Obuya,Kenya,2012/13,14,12,214,22.5,119.87,5680f1ad
CO Obuya,Kenya,2013,16,14,225,20.07,111.47,5680f1ad
CO Obuya,Kenya,2013/14,20,18,357,44.94,116.33,5680f1ad
CO Obuya,Kenya,2019,26,24,507,41.21,111.44,5680f1ad
CO Obuya,Kenya,2019/20,29,27,575,39.15,107.45,5680f1ad
CO Obuya,Kenya,2021/22,35,33,691,35.54,109.89,5680f1ad
CO Obuya,Kenya,2022,41,38,828,35.37,108.68,5680f1ad
CO Obuya,Kenya,2022/23,46,43,906,33.07,105.2,5680f1ad
CO Obuya,Kenya,2023,52,48,1111,40.31,114.78,5680f1ad
CO Obuya,Kenya,2023/24,59,55,1395,41.2,117.55,5680f1ad
CP Rizwan,United Arab Emirates,2018/19,0,0,0,0.0,0.0,e5309baa
CP Rizwan,United Arab Emirates,2021/22,5,4,80,20.0,109.58,e5309baa
CP Rizwan,United Arab Emirates,2022,7,6,100,16.67,98.69,e5309baa
CP Rizwan,United Arab Emirates,2022/23,12,10,218,25.73,105.49,e5309baa
CP Schofield,England,2007/08,0,0,0,0.0,0.0,4751827a
CP Turkich,Croatia,2022,0,0,0,0.0,0.0,6264d645
CP Turkich,Croatia,2024,5,5,49,9.8,48.51,6264d645
CPPM Sadun,Cyprus,2021/22,0,0,0,0.0,0.0,2cf2fc9e
CPPM Sadun,Cyprus,2022,6,6,70,17.5,101.44,2cf2fc9e
CPPM Sadun,Cyprus,2024,11,11,180,22.05,103.4,2cf2fc9e
CR Brathwaite,West Indies,2011/12,0,0,0,0.0,0.0,e342e5fb
CR Brathwaite,West Indies,2014/15,1,1,1,1.0,50.0,e342e5fb
CR Brathwaite,West Indies,2015/16,2,2,2,1.0,50.0,e342e5fb
CR Brathwaite,West Indies,2016,8,5,59,34.6,142.14,e342e5fb
CR Brathwaite,West Indies,2016/17,10,7,91,29.29,147.24,e342e5fb
CR Brathwaite,West Indies,2017,13,9,99,23.67,136.75,e342e5fb
CR Brathwaite,West Indies,2017/18,22,14,195,32.36,129.22,e342e5fb
CR Brathwaite,West Indies,2018,25,16,231,30.56,129.13,e342e5fb
CR Brathwaite,West Indies,2018/19,29,18,247,28.06,125.24,e342e5fb
CR Brathwaite,West Indies,2019,38,25,291,22.25,112.57,e342e5fb
CR Ervine,Zimbabwe,2010,0,0,0,0.0,0.0,c96311d4
CR Ervine,Zimbabwe,2012/13,3,2,31,15.5,65.95,c96311d4
CR Ervine,Zimbabwe,2015,7,6,127,21.17,81.24,c96311d4
CR Ervine,Zimbabwe,2015/16,10,9,178,19.78,81.14,c96311d4
CR Ervine,Zimbabwe,2019,16,15,229,15.27,78.25,c96311d4
CR Ervine,Zimbabwe,2019/20,22,21,461,24.16,95.58,c96311d4
CR Ervine,Zimbabwe,2020/21,24,23,498,23.67,94.93,c96311d4
CR Ervine,Zimbabwe,2021,25,24,502,22.85,93.75,c96311d4
CR Ervine,Zimbabwe,2022,34,33,777,25.99,99.7,c96311d4
CR Ervine,Zimbabwe,2022/23,49,48,1020,23.29,105.05,c96311d4
CR Ervine,Zimbabwe,2023/24,59,58,1232,22.93,104.01,c96311d4
CR Ervine,Zimbabwe,2024,68,67,1429,23.16,104.5,c96311d4
CR Foggo,Bermuda,2008,0,0,0,0.0,0.0,3e722460
CR Suryawanshi,Singapore,2019,0,0,0,0.0,0.0,8a3756a0
CR Suryawanshi,Singapore,2023,3,2,4,2.0,66.66,8a3756a0
CR Woakes,England,2010/11,0,0,0,0.0,0.0,4c5d73db
CR Woakes,England,2011,2,2,30,15.0,142.85,4c5d73db
CR Woakes,England,2013,3,3,37,12.33,121.16,4c5d73db
CR Woakes,England,2014,4,3,37,12.33,121.16,4c5d73db
CR Woakes,England,2015/16,6,5,39,8.2,112.69,4c5d73db
CR Woakes,England,2021,8,7,91,20.71,128.42,4c5d73db
CR Woakes,England,2021/22,10,7,91,20.71,128.42,4c5d73db
CR Woakes,England,2022,16,8,98,19.0,141.54,4c5d73db
CR Woakes,England,2022/23,18,9,108,18.0,135.07,4c5d73db
CR Woakes,England,2023/24,29,14,140,17.29,138.78,4c5d73db
CRD Fernando,Sri Lanka,2006,0,0,0,0.0,0.0,342d8ade
CRD Fernando,Sri Lanka,2006/07,1,1,3,3.0,75.0,342d8ade
CRD Fernando,Sri Lanka,2007/08,3,2,24,12.0,112.5,342d8ade
CRD Fernando,Sri Lanka,2008/09,8,4,24,6.0,56.25,342d8ade
CRD Fernando,Sri Lanka,2009/10,13,5,24,4.8,45.0,342d8ade
CRD Fernando,Sri Lanka,2010/11,15,5,24,4.8,45.0,342d8ade
CRD Fernando,Sri Lanka,2011/12,16,5,24,4.8,45.0,342d8ade
CRD Fernando,Sri Lanka,2015/16,17,6,24,4.0,37.5,342d8ade
CS Baugh,West Indies,2008/09,0,0,0,0.0,0.0,151e8077
CS Baugh,West Indies,2011/12,1,1,2,2.0,100.0,151e8077
CS MacLeod,Scotland,2009,0,0,0,0.0,0.0,9c376401
CS MacLeod,Scotland,2011/12,2,1,0,0.0,0.0,9c376401
CS MacLeod,Scotland,2012,6,5,119,23.8,110.7,9c376401
CS MacLeod,Scotland,2012/13,7,6,138,23.0,116.6,9c376401
CS MacLeod,Scotland,2013,9,8,170,21.25,108.51,9c376401
CS MacLeod,Scotland,2013/14,11,10,229,28.8,104.16,9c376401
CS MacLeod,Scotland,2015,15,14,289,24.86,101.61,9c376401
CS MacLeod,Scotland,2015/16,19,18,333,22.59,99.83,9c376401
CS MacLeod,Scotland,2016/17,24,23,372,19.38,96.97,9c376401
CS MacLeod,Scotland,2018,28,27,489,22.28,102.08,9c376401
CS MacLeod,Scotland,2018/19,34,33,602,23.37,102.19,9c376401
CS MacLeod,Scotland,2019,37,36,719,31.17,103.14,9c376401
CS MacLeod,Scotland,2019/20,41,39,814,31.21,106.12,9c376401
CS MacLeod,Scotland,2021,49,47,1042,30.75,110.49,9c376401
CS MacLeod,Scotland,2021/22,52,50,1087,30.25,109.99,9c376401
CS MacLeod,Scotland,2022,60,57,1157,27.97,105.17,9c376401
CS MacLeod,Scotland,2022/23,61,58,1190,28.06,105.73,9c376401
CS Martin,New Zealand,2007/08,0,0,0,0.0,0.0,05e0fab5
CT Bancroft,Australia,2015/16,0,0,0,0.0,0.0,399b0b94
CT Mumba,Zimbabwe,2019/20,0,0,0,0.0,0.0,28496266
CT Mumba,Zimbabwe,2023/24,2,2,26,26.0,152.94,28496266
CT Mutombodzi,Zimbabwe,2012/13,0,0,0,0.0,0.0,26f12506
CT Mutombodzi,Zimbabwe,2013,2,2,3,1.5,50.0,26f12506
CT Mutombodzi,Zimbabwe,2016,3,3,15,5.0,77.78,26f12506
CT Mutombodzi,Zimbabwe,2019,5,5,18,3.6,60.0,26f12506
CT Mutombodzi,Zimbabwe,2019/20,9,9,77,15.11,78.54,26f12506
CT Tremlett,England,2007/08,0,0,0,0.0,0.0,a72b14ff
CU Jayasinghe,Sri Lanka,2009/10,0,0,0,0.0,0.0,575ab3ce
CU Jayasinghe,Sri Lanka,2010,2,1,38,38.0,135.71,575ab3ce
CV Anto,Kuwait,2023,0,0,0,0.0,0.0,c01ca5af
CV Anto,Kuwait,2023/24,2,2,3,1.5,50.0,c01ca5af
CV Anto,Kuwait,2024,12,12,135,15.96,101.55,c01ca5af
CV Harrison,Gibraltar,2021,0,0,0,0.0,0.0,b0b80a99
CV Harrison,Gibraltar,2021/22,2,0,0,0.0,0.0,b0b80a99
CV Varun,India,2021,0,0,0,0.0,0.0,5b7ab5a9
CV Varun,India,2021/22,3,1,0,0.0,0.0,5b7ab5a9
CV Varun,India,2024/25,6,1,0,0.0,0.0,5b7ab5a9
CW Perchard,Jersey,2019,0,0,0,0.0,0.0,9f998ed8
CW Perchard,Jersey,2019/20,8,2,17,17.0,80.95,9f998ed8
CW Perchard,Jersey,2021/22,15,5,28,10.1,79.52,9f998ed8
CW Perchard,Jersey,2022,21,6,51,12.25,108.86,9f998ed8
CW Perchard,Jersey,2023,29,8,69,13.69,108.11,9f998ed8
CW Perchard,Jersey,2024,37,12,84,10.38,93.81,9f998ed8
Charanjeet Singh,Italy,2019,0,0,0,0.0,0.0,cb4a3840
Chaudhary Akram,Norway,2023,0,0,0,0.0,0.0,3e697d4a
Chaudhary Akram,Norway,2024,2,2,46,23.0,74.19,3e697d4a
Chen Zhuo Yue,China,2023,0,0,0,0.0,0.0,47b33198
Chen Zhuo Yue,China,2023/24,4,4,18,6.0,94.73,47b33198
Chirag Suri,United Arab Emirates,2018/19,0,0,0,0.0,0.0,6176f240
Chirag Suri,United Arab Emirates,2019/20,1,1,13,13.0,65.0,6176f240
Chirag Suri,United Arab Emirates,2021/22,12,12,352,35.61,114.83,6176f240
Chirag Suri,United Arab Emirates,2022,24,24,655,31.57,115.23,6176f240
Chirag Suri,United Arab Emirates,2022/23,29,29,791,30.82,118.13,6176f240
Choudry Share Ali,Sweden,2023,0,0,0,0.0,0.0,5c037734
Choudry Share Ali,Sweden,2024,5,5,125,31.25,127.55,5c037734
Cihan Altun,Turkey,2023,0,0,0,0.0,0.0,b8396e67
D Ahir,Panama,2021/22,0,0,0,0.0,0.0,424a646f
D Ajekun,Nigeria,2019/20,0,0,0,0.0,0.0,2494ff9e
D Ajekun,Nigeria,2021,6,6,55,9.16,67.9,2494ff9e
D Ajekun,Nigeria,2023/24,11,11,118,10.72,66.25,2494ff9e
D Ajekun,Nigeria,2024,27,27,338,13.68,74.4,2494ff9e
D Bau,Papua New Guinea,2017,0,0,0,0.0,0.0,9db20c92
D Berthe,Mali,2024,0,0,0,0.0,0.0,a671e99e
D Birrell,Jersey,2021/22,0,0,0,0.0,0.0,aea11d1d
D Birrell,Jersey,2022,3,1,1,1.0,33.33,aea11d1d
D Birrell,Jersey,2024,5,1,1,1.0,33.33,aea11d1d
D Bishoo,West Indies,2011,0,0,0,0.0,0.0,7a80ddf2
D Bishoo,West Indies,2015/16,4,1,0,0.0,0.0,7a80ddf2
D Bishoo,West Indies,2018/19,5,2,6,3.0,60.0,7a80ddf2
D Brevis,South Africa,2023/24,0,0,0,0.0,0.0,844e79d1
D Cato,Cayman Islands,2019,0,0,0,0.0,0.0,2f1c0815
D Cleaver,New Zealand,2022,0,0,0,0.0,0.0,e3a949be
D Cleaver,New Zealand,2023,7,5,118,29.5,126.88,e3a949be
D Daesrath,Canada,2013/14,0,0,0,0.0,0.0,4cbce738
D Dewald,Belgium,2024,0,0,0,0.0,0.0,f97e4db3
D Doyle-Calle,Spain,2022,0,0,0,0.0,0.0,74be2916
D Doyle-Calle,Spain,2022/23,9,9,204,22.66,117.24,74be2916
D Doyle-Calle,Spain,2024,19,18,367,24.91,125.98,74be2916
D Faletar,Croatia,2023,0,0,0,0.0,0.0,8c911414
D Ferreira,South Africa,2023/24,0,0,0,0.0,0.0,f0af99a7
D Ferreira,South Africa,2024,2,2,60,30.0,187.5,f0af99a7
D Finau,Samoa,2022,0,0,0,0.0,0.0,63772ee4
D Finau,Samoa,2024,6,3,4,2.0,66.66,63772ee4
D Foxcroft,New Zealand,2023,0,0,0,0.0,0.0,ed6894af
D Foxcroft,New Zealand,2024,1,1,10,10.0,100.0,ed6894af
D Ganesh,Costa Rica,2024,0,0,0,0.0,0.0,84624717
D Ganga,West Indies,2005/06,0,0,0,0.0,0.0,d5f3b5e1
D Gim,Nigeria,2019/20,0,0,0,0.0,0.0,3a1c34e6
D Gim,Nigeria,2021/22,6,4,17,8.5,53.12,3a1c34e6
D Gough,England,2005,0,0,0,0.0,0.0,fcbf5a30
D Gough,England,2006,1,0,0,0.0,0.0,fcbf5a30
D Heyliger,Canada,2019,0,0,0,0.0,0.0,f8c72766
D Heyliger,Canada,2019/20,5,2,34,17.0,178.94,f8c72766
D Heyliger,Canada,2021/22,11,7,58,13.43,125.65,f8c72766
D Heyliger,Canada,2022/23,22,12,139,24.71,133.56,f8c72766
D Heyliger,Canada,2023/24,28,15,182,22.63,149.85,f8c72766
D Heyliger,Canada,2024,32,19,269,36.18,172.17,f8c72766
D Jakiel,Malawi,2022,0,0,0,0.0,0.0,8b7ce771
D Jakiel,Malawi,2022/23,3,2,17,17.0,106.25,8b7ce771
D Jakiel,Malawi,2023,10,6,57,32.33,146.52,8b7ce771
D Jakiel,Malawi,2023/24,13,8,67,26.75,126.56,8b7ce771
D Jakiel,Malawi,2024,18,12,90,21.67,120.88,8b7ce771
D Jakiel,Malawi,2024/25,28,15,131,21.43,115.77,8b7ce771
D Jakiel,Zimbabwe,2019/20,0,0,0,0.0,0.0,8b7ce771
D Jamyansuren,Mongolia,2023,0,0,0,0.0,0.0,6ad7d184
D Jamyansuren,Mongolia,2024,2,2,25,12.5,40.32,6ad7d184
D Jansen,Isle of Man,2021/22,0,0,0,0.0,0.0,c90346a0
D Jansen,Isle of Man,2022,1,0,0,0.0,0.0,c90346a0
D Jansen,Isle of Man,2022/23,6,3,35,11.66,97.22,c90346a0
D Jansen,Isle of Man,2023,11,7,112,16.0,95.32,c90346a0
D Johnson,Cayman Islands,2022,0,0,0,0.0,0.0,d406e303
D Johnson,Cayman Islands,2022/23,3,2,48,48.0,208.69,d406e303
D Kalvin,Seychelles,2021/22,0,0,0,0.0,0.0,895ae8b6
D Kalvin,Seychelles,2022/23,6,5,55,18.33,67.9,895ae8b6
D Kansonkho,Malawi,2019/20,0,0,0,0.0,0.0,45ca12a7
D Kansonkho,Malawi,2021/22,7,4,38,9.5,80.85,45ca12a7
D Kansonkho,Malawi,2022,13,10,188,18.8,83.47,45ca12a7
D Kansonkho,Malawi,2022/23,16,13,232,17.84,84.12,45ca12a7
D Kansonkho,Malawi,2023,23,19,307,18.13,88.72,45ca12a7
D Kansonkho,Malawi,2023/24,26,22,347,17.48,88.48,45ca12a7
D Kansonkho,Malawi,2024,31,27,459,18.39,88.42,45ca12a7
D Kansonkho,Malawi,2024/25,41,37,644,19.67,92.3,45ca12a7
D Kegasitswe,Botswana,2019,0,0,0,0.0,0.0,3676b91f
D Klein,Germany,2019/20,0,0,0,0.0,0.0,aeab0d4f
D Klein,Germany,2021/22,2,2,48,24.0,218.18,aeab0d4f
D Klein,Germany,2022/23,13,12,107,11.02,122.61,aeab0d4f
D Klein,Germany,2023,17,14,115,10.01,121.42,aeab0d4f
D Long Martinez,Spain,2024,0,0,0,0.0,0.0,c44ddfb9
D Madushanka,Sri Lanka,2022,0,0,0,0.0,0.0,de7d833e
D Madushanka,Sri Lanka,2022/23,6,1,1,1.0,50.0,de7d833e
D Madushanka,Sri Lanka,2023/24,11,4,2,0.5,31.25,de7d833e
D Madushanka,Sri Lanka,2024,14,4,2,0.5,31.25,de7d833e
D Maisuria,Botswana,2019,0,0,0,0.0,0.0,a96b36af
D Maisuria,Botswana,2021/22,6,3,6,6.0,54.54,a96b36af
D Maisuria,Botswana,2022,10,3,6,6.0,54.54,a96b36af
D Maisuria,Botswana,2022/23,14,3,6,6.0,54.54,a96b36af
D Maisuria,Botswana,2023,21,4,6,4.5,40.9,a96b36af
D Maisuria,Botswana,2023/24,33,11,53,6.62,63.9,a96b36af
D Marks,Malta,2019,0,0,0,0.0,0.0,0813a8b1
D Marks,Malta,2023,2,2,11,5.5,91.66,0813a8b1
D Marsic,Croatia,2022,0,0,0,0.0,0.0,16fa34cf
D Marsic,Croatia,2024,5,4,41,10.25,55.4,16fa34cf
D Mauro,Argentina,2022/23,0,0,0,0.0,0.0,5f0f398d
D Mogan,Malaysia,2019/20,0,0,0,0.0,0.0,adc96559
D Mogan,Malaysia,2021,2,0,0,0.0,0.0,adc96559
D Mongia,India,2006/07,0,0,0,0.0,0.0,99663fa5
D Muhumuza,Uganda,2019,0,0,0,0.0,0.0,7636b587
D Muhumuza,Uganda,2019/20,4,4,41,10.25,113.88,7636b587
D Muhumuza,Uganda,2021,7,7,114,21.5,119.01,7636b587
