player_id,Player,Country,Season,Cum Mat Total,Cum Inns Total,Cum Runs Total,Cum Batting Ave,Cum SR,Cumulative Mat,Cumulative Inns,Cumulative Overs,Cumulative Runs,Cumulative Wkts,Cumulative Econ,Cumulative Mat,Cumulative Inns,Cumulative Dis,Cumulative Ct,Cumulative St,Cumulative D/I
b3b39bed,Aqib Ilyas,Oman,2015/16,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
b3b39bed,Aqib Ilyas,Oman,2016/17,5,5,35,8.75,85.36,5,0.0,0.0,0.0,0.0,0.0,5,5.0,0.0,0.0,0.0,0.0
b3b39bed,Aqib Ilyas,Oman,2019/20,9,9,129,18.79,107.97,9,0.0,0.0,0.0,0.0,0.0,9,9.0,2.0,2.0,0.0,0.22
b3b39bed,Aqib Ilyas,Oman,2021/22,22,22,408,22.67,111.18,22,4.0,9.0,59.0,2.0,6.55,22,22.0,7.0,7.0,0.0,0.32
b3b39bed,Aqib Ilyas,Oman,2023,25,25,501,25.53,111.13,25,7.0,17.0,117.0,2.0,6.85,25,25.0,7.0,7.0,0.0,0.28
b3b39bed,Aqib Ilyas,Oman,2023/24,30,30,706,28.11,119.09,30,12.0,34.0,217.0,7.0,6.45,30,30.0,8.0,8.0,0.0,0.27
b3b39bed,Aqib Ilyas,Oman,2024,38,37,858,26.9,121.14,38,20.0,62.0,373.0,19.0,6.1,38,38.0,14.0,14.0,0.0,0.37
14157abf,Aqib Iqbal,Austria,2019,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
14157abf,Aqib Iqbal,Austria,2021,5,1,6,6.0,100.0,5,4.0,13.0,84.0,0.0,6.46,5,5.0,1.0,1.0,0.0,0.2
14157abf,Aqib Iqbal,Austria,2022,12,4,32,21.0,84.08,12,11.0,39.0,244.0,11.0,6.26,12,12.0,2.0,2.0,0.0,0.17
14157abf,Aqib Iqbal,Austria,2023,26,13,173,20.4,98.18,26,25.0,89.0,522.0,28.0,5.87,26,26.0,9.0,9.0,0.0,0.35
14157abf,Aqib Iqbal,Austria,2024,34,20,244,17.4,95.67,34,33.0,113.10000038146973,712.0,34.0,6.35,34,34.0,12.0,12.0,0.0,0.35
f2e8b37c,Arafat Minhas,Pakistan,2023,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1f7adc8a,Arafat Sunny,Bangladesh,2013/14,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1f7adc8a,Arafat Sunny,Bangladesh,2015,2,1,5,5.0,83.33,2,2.0,5.0,25.0,3.0,5.0,2,2.0,0.0,0.0,0.0,0.0
1f7adc8a,Arafat Sunny,Bangladesh,2015/16,5,3,11,3.67,84.92,5,5.0,14.0,98.0,7.0,6.87,5,5.0,0.0,0.0,0.0,0.0
19845ff5,Areeb Quadir,Finland,2019,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
19845ff5,Areeb Quadir,Finland,2023,2,1,2,2.0,16.66,2,0.0,0.0,0.0,0.0,0.0,2,2.0,2.0,2.0,0.0,1.0
19845ff5,Areeb Quadir,Finland,2024,4,3,18,6.0,61.69,4,0.0,0.0,0.0,0.0,0.0,4,4.0,6.0,4.0,2.0,1.5
ad1730bc,Ariful Haque,Bangladesh,2017/18,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ad1730bc,Ariful Haque,Bangladesh,2018,2,2,3,3.0,75.0,2,0.0,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,0.0
ad1730bc,Ariful Haque,Bangladesh,2018/19,6,6,42,27.0,93.42,6,1.0,1.0,13.0,1.0,13.0,6,6.0,2.0,2.0,0.0,0.33
f3a5c378,Aritra Dutta,Singapore,2019/20,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
f3a5c378,Aritra Dutta,Singapore,2022,8,8,116,14.5,101.75,8,0.0,0.0,0.0,0.0,0.0,8,8.0,1.0,1.0,0.0,0.13
f3a5c378,Aritra Dutta,Singapore,2023/24,13,13,220,16.92,113.25,13,0.0,0.0,0.0,0.0,0.0,13,13.0,2.0,2.0,0.0,0.15
f3a5c378,Aritra Dutta,Singapore,2024,21,21,509,24.24,133.38,21,0.0,0.0,0.0,0.0,0.0,21,21.0,2.0,2.0,0.0,0.1
033e9d59,Arjun Vinod,Switzerland,2021/22,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
033e9d59,Arjun Vinod,Switzerland,2022,4,3,84,42.0,152.72,4,4.0,7.0,52.0,2.0,7.42,4,4.0,4.0,4.0,0.0,1.0
033e9d59,Arjun Vinod,Switzerland,2023,11,10,138,18.9,103.08,11,10.0,23.0,189.0,9.0,8.1,11,11.0,6.0,6.0,0.0,0.55
033e9d59,Arjun Vinod,Switzerland,2024,18,17,299,24.38,109.02,18,17.0,40.0,302.0,10.0,7.5,18,18.0,8.0,8.0,0.0,0.44
e0febd97,Arsalan Ahmed,Greece,2019/20,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
e0febd97,Arsalan Ahmed,Greece,2021,3,1,5,5.0,38.46,3,3.0,9.0,40.0,4.0,4.44,3,3.0,0.0,0.0,0.0,0.0
e66d962d,Arsalan Qadir,Canada,2009/10,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ed031922,Arshad Iqbal,Pakistan,2021,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ed031922,Arshad Iqbal,Pakistan,2023,1,1,0,0.0,0.0,1,1.0,4.0,16.0,1.0,4.0,1,1.0,0.0,0.0,0.0,0.0
8e367d57,Arshad Mazarzei,Iran,2019/20,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
244048f6,Arshdeep Singh,India,2022,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
244048f6,Arshdeep Singh,India,2022/23,11,3,4,1.33,133.33,11,11.0,38.099998474121094,282.0,14.0,7.38,11,11.0,1.0,1.0,0.0,0.09
244048f6,Arshdeep Singh,India,2023,26,5,6,1.2,91.43,26,26.0,86.5,729.0,41.0,8.42,26,26.0,9.0,9.0,0.0,0.35
244048f6,Arshdeep Singh,India,2023/24,36,8,32,5.63,126.78,36,36.0,121.5,1019.0,54.0,8.38,36,36.0,12.0,12.0,0.0,0.33
244048f6,Arshdeep Singh,India,2024,44,12,34,4.08,106.74,44,44.0,149.5,1294.0,62.0,8.64,44,44.0,12.0,12.0,0.0,0.27
244048f6,Arshdeep Singh,India,2024/25,54,16,47,6.31,99.17,54,54.0,185.5,1557.0,83.0,8.39,54,54.0,15.0,15.0,0.0,0.28
f70c0c66,Arslan Ahmed,Portugal,2019/20,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
c228c52d,Arslan Amjad,Estonia,2022,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
c228c52d,Arslan Amjad,Estonia,2023,6,6,124,20.66,94.65,6,3.0,6.0,66.0,3.0,11.0,6,6.0,1.0,1.0,0.0,0.17
c228c52d,Arslan Amjad,Estonia,2024,8,8,167,26.24,95.99,8,4.0,7.0,83.0,3.0,12.5,8,8.0,2.0,2.0,0.0,0.25
099135ad,Aryan Lakra,United Arab Emirates,2022,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
099135ad,Aryan Lakra,United Arab Emirates,2022/23,4,4,43,10.75,100.0,4,1.0,3.0,14.0,1.0,4.66,4,4.0,0.0,0.0,0.0,0.0
099135ad,Aryan Lakra,United Arab Emirates,2023/24,5,5,44,8.8,86.67,5,2.0,6.0,38.0,2.0,6.33,5,5.0,0.0,0.0,0.0,0.0
f476d2a5,Asad Ali,Pakistan,2013,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
c122fe73,Asad Ali Rehemtulla,Bulgaria,2020/21,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
c122fe73,Asad Ali Rehemtulla,Bulgaria,2022,3,3,5,2.5,45.45,3,2.0,7.0,47.0,2.0,6.71,3,3.0,1.0,1.0,0.0,0.33
5038c022,Asad Mahmood,Switzerland,2021/22,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5038c022,Asad Mahmood,Switzerland,2022,4,3,52,17.33,144.44,4,0.0,0.0,0.0,0.0,0.0,4,4.0,0.0,0.0,0.0,0.0
5038c022,Asad Mahmood,Switzerland,2023,10,7,71,10.14,95.83,10,0.0,0.0,0.0,0.0,0.0,10,10.0,0.0,0.0,0.0,0.0
89b7e368,Asad Mohammad,Germany,2019,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
89b7e368,Asad Mohammad,Germany,2019/20,9,4,12,4.0,100.0,9,8.0,24.0,158.0,1.0,6.58,9,9.0,4.0,4.0,0.0,0.44
89b7e368,Asad Mohammad,Germany,2021,10,4,12,4.0,100.0,10,9.0,28.0,181.0,3.0,6.49,10,10.0,5.0,5.0,0.0,0.5
50250426,Asad Shafiq,Pakistan,2010/11,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
50250426,Asad Shafiq,Pakistan,2011,2,2,14,7.0,53.84,2,0.0,0.0,0.0,0.0,0.0,2,2.0,1.0,1.0,0.0,0.5
50250426,Asad Shafiq,Pakistan,2011/12,5,5,86,17.2,107.94,5,0.0,0.0,0.0,0.0,0.0,5,5.0,2.0,2.0,0.0,0.4
9d1f42c6,Ashfaq Ahmed,United Arab Emirates,2018/19,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
9d1f42c6,Ashfaq Ahmed,United Arab Emirates,2019,6,6,21,3.5,84.0,6,1.0,2.0,14.0,1.0,7.0,6,6.0,1.0,1.0,0.0,0.17
9d1f42c6,Ashfaq Ahmed,United Arab Emirates,2019/20,10,10,231,23.1,106.4,10,2.0,6.0,34.0,2.0,6.0,10,10.0,1.0,1.0,0.0,0.1
407d13cc,Ashiqullah Said,Belgium,2019,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
407d13cc,Ashiqullah Said,Belgium,2020,3,1,0,0.0,0.0,3,3.0,11.0,82.0,4.0,7.45,3,3.0,1.0,1.0,0.0,0.33
407d13cc,Ashiqullah Said,Belgium,2021,7,4,7,5.25,105.0,7,7.0,27.0,145.0,11.0,5.44,7,7.0,1.0,1.0,0.0,0.14
126c3f6f,Ashish Rana,Estonia,2021/22,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
126c3f6f,Ashish Rana,Estonia,2022,4,3,13,13.0,81.25,4,3.0,7.0,48.0,3.0,6.85,4,4.0,0.0,0.0,0.0,0.0
9bb259b4,Ashraful Shuvo,Estonia,2021/22,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
8a99caa9,Ashwin Vinod,Switzerland,2021/22,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
8a99caa9,Ashwin Vinod,Switzerland,2022,4,2,23,11.5,143.75,4,4.0,16.0,104.0,9.0,6.5,4,4.0,0.0,0.0,0.0,0.0
8a99caa9,Ashwin Vinod,Switzerland,2023,11,6,28,5.5,95.53,11,11.0,41.0,276.0,17.0,6.74,11,11.0,3.0,3.0,0.0,0.27
8a99caa9,Ashwin Vinod,Switzerland,2024,17,6,28,5.5,95.53,17,17.0,60.0,393.0,21.0,6.53,17,17.0,4.0,4.0,0.0,0.24
0a4736eb,Asif Ali,Pakistan,2018,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
0a4736eb,Asif Ali,Pakistan,2018/19,10,9,158,39.5,159.59,10,0.0,0.0,0.0,0.0,0.0,10,10.0,6.0,6.0,0.0,0.6
0a4736eb,Asif Ali,Pakistan,2019,19,18,277,27.19,138.13,19,0.0,0.0,0.0,0.0,0.0,19,19.0,8.0,8.0,0.0,0.42
0a4736eb,Asif Ali,Pakistan,2019/20,20,19,280,25.91,136.12,20,0.0,0.0,0.0,0.0,0.0,20,20.0,8.0,8.0,0.0,0.4
0a4736eb,Asif Ali,Pakistan,2020/21,25,24,331,22.64,127.44,25,0.0,0.0,0.0,0.0,0.0,25,25.0,9.0,9.0,0.0,0.36
0a4736eb,Asif Ali,Pakistan,2021,26,25,338,22.01,125.84,26,0.0,0.0,0.0,0.0,0.0,26,26.0,10.0,10.0,0.0,0.38
0a4736eb,Asif Ali,Pakistan,2021/22,29,27,344,20.6,120.22,29,0.0,0.0,0.0,0.0,0.0,29,29.0,10.0,10.0,0.0,0.34
0a4736eb,Asif Ali,Pakistan,2022,39,35,435,21.1,137.0,39,0.0,0.0,0.0,0.0,0.0,39,39.0,13.0,13.0,0.0,0.33
0a4736eb,Asif Ali,Pakistan,2022/23,49,44,510,18.7,139.66,49,0.0,0.0,0.0,0.0,0.0,49,49.0,16.0,16.0,0.0,0.33
0a4736eb,Asif Ali,Pakistan,2023,55,49,544,17.95,136.6,55,0.0,0.0,0.0,0.0,0.0,55,55.0,18.0,18.0,0.0,0.33
9865ed99,Asif Bevinje,Romania,2020/21,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
9865ed99,Asif Bevinje,Romania,2021,3,2,10,5.0,58.82,3,3.0,9.0,57.0,3.0,6.33,3,3.0,0.0,0.0,0.0,0.0
9865ed99,Asif Bevinje,Romania,2023,6,5,84,16.8,110.58,6,6.0,21.0,160.0,11.0,7.45,6,6.0,0.0,0.0,0.0,0.0
9865ed99,Asif Bevinje,Romania,2024,7,6,90,15.0,103.26,7,7.0,25.0,193.0,11.0,7.57,7,7.0,1.0,1.0,0.0,0.14
ddcb8503,Asif Iqbal,South Korea,2022/23,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
074acfb4,Asif Khan,United Arab Emirates,2023,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
074acfb4,Asif Khan,United Arab Emirates,2023/24,9,9,190,27.14,131.94,9,0.0,0.0,0.0,0.0,0.0,9,9.0,1.0,1.0,0.0,0.11
074acfb4,Asif Khan,United Arab Emirates,2024,18,18,285,18.84,112.08,18,0.0,0.0,0.0,0.0,0.0,18,18.0,1.0,1.0,0.0,0.06
a8c5552f,Aslam Doria,Panama,2021/22,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
31080a88,Aslam Khan,Malaysia,2022/23,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
31080a88,Aslam Khan,Malaysia,2023,2,2,44,44.0,146.66,2,0.0,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,0.0
31080a88,Aslam Khan,Malaysia,2024,6,5,49,18.6,88.66,6,0.0,0.0,0.0,0.0,0.0,6,6.0,4.0,4.0,0.0,0.67
67ae5a56,Aslam Mohammad,Greece,2019/20,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
67ae5a56,Aslam Mohammad,Greece,2021,3,1,7,7.0,87.5,3,0.0,0.0,0.0,0.0,0.0,3,3.0,1.0,1.0,0.0,0.33
67ae5a56,Aslam Mohammad,Greece,2022,7,5,126,25.2,146.15,7,4.0,14.0,103.0,4.0,7.35,7,7.0,4.0,4.0,0.0,0.57
67ae5a56,Aslam Mohammad,Greece,2024,10,8,129,16.31,97.26,10,7.0,21.09999990463257,164.0,5.0,7.85,10,10.0,4.0,4.0,0.0,0.4
88251c6c,Asrar Ahmed,Greece,2019/20,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
88251c6c,Asrar Ahmed,Greece,2021,3,1,25,25.0,92.59,3,3.0,10.0,46.0,4.0,4.6,3,3.0,2.0,2.0,0.0,0.67
219a417a,Assad Borham,Qatar,2022/23,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
71b1e668,Assad Mehmood,Portugal,2023,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
596ed7e6,Aswad Khan,Bulgaria,2021,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
29b322c7,Ateeq Iqbal,Hong Kong,2022,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
29b322c7,Ateeq Iqbal,Hong Kong,2023/24,1,0,0,0.0,0.0,1,1.0,1.0,6.0,0.0,6.0,1,1.0,0.0,0.0,0.0,0.0
29b322c7,Ateeq Iqbal,Hong Kong,2024,7,2,3,3.0,75.0,7,6.0,13.5,63.0,4.0,4.7,7,6.0,0.0,0.0,0.0,0.0
6738c3e2,Atif Ali Khan,United Arab Emirates,2016/17,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
f8bd71c9,Atif Kamal,Luxembourg,2019,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
f8bd71c9,Atif Kamal,Luxembourg,2021,4,3,11,3.66,61.11,4,4.0,14.0,90.0,2.0,6.42,4,4.0,1.0,1.0,0.0,0.25
f8bd71c9,Atif Kamal,Luxembourg,2022,8,3,11,3.66,61.11,8,8.0,28.0,187.0,7.0,6.67,8,8.0,2.0,2.0,0.0,0.25
7fcc57bf,Atif Mehmood,Spain,2019,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
7fcc57bf,Atif Mehmood,Spain,2019/20,5,1,0,0.0,0.0,5,5.0,18.0,111.0,6.0,6.16,5,5.0,0.0,0.0,0.0,0.0
7fcc57bf,Atif Mehmood,Spain,2021,9,2,5,2.5,31.25,9,9.0,27.0,154.0,9.0,5.54,9,9.0,0.0,0.0,0.0,0.0
7fcc57bf,Atif Mehmood,Spain,2022,12,5,24,6.7,69.5,12,12.0,38.10000038146973,219.0,12.0,5.61,12,12.0,0.0,0.0,0.0,0.0
7fcc57bf,Atif Mehmood,Spain,2022/23,16,7,44,7.64,85.36,16,16.0,52.10000038146973,300.0,16.0,5.65,16,16.0,0.0,0.0,0.0,0.0
7fcc57bf,Atif Mehmood,Spain,2024,23,7,44,7.64,85.36,23,22.0,70.5,399.0,23.0,5.56,23,22.0,2.0,2.0,0.0,0.09
c7726eec,Atif Rasheed,Finland,2022,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
c7726eec,Atif Rasheed,Finland,2023,4,4,105,35.0,161.53,4,1.0,1.0,19.0,0.0,19.0,4,4.0,3.0,3.0,0.0,0.75
c7726eec,Atif Rasheed,Finland,2024,9,9,201,26.22,141.05,9,2.0,2.0,25.0,0.0,12.5,9,9.0,4.0,4.0,0.0,0.44
d20e22f7,Atif-Ur-Rehman,Saudi Arabia,2022/23,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
d20e22f7,Atif-Ur-Rehman,Saudi Arabia,2023,6,4,12,3.0,85.71,6,6.0,20.0,121.0,5.0,6.05,6,6.0,1.0,1.0,0.0,0.17
d20e22f7,Atif-Ur-Rehman,Saudi Arabia,2023/24,9,7,18,3.0,85.71,9,9.0,29.5,199.0,6.0,6.68,9,9.0,1.0,1.0,0.0,0.11
d20e22f7,Atif-Ur-Rehman,Saudi Arabia,2024,18,7,18,3.0,85.71,18,18.0,58.5,337.0,13.0,5.71,18,18.0,7.0,7.0,0.0,0.39
648d060e,Aung Ko Ko,Myanmar,2023,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
648d060e,Aung Ko Ko,Myanmar,2023/24,3,3,2,2.0,25.0,3,2.0,5.0,36.0,2.0,7.2,3,3.0,0.0,0.0,0.0,0.0
648d060e,Aung Ko Ko,Myanmar,2024,5,5,6,2.8,37.86,5,2.0,5.0,36.0,2.0,7.2,5,5.0,0.0,0.0,0.0,0.0
eef2536f,Avesh Khan,India,2021/22,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
eef2536f,Avesh Khan,India,2022,2,0,0,0.0,0.0,2,2.0,8.0,65.0,2.0,8.12,2,2.0,0.0,0.0,0.0,0.0
eef2536f,Avesh Khan,India,2023,15,3,10,10.0,142.85,15,14.0,46.20000076293945,422.0,13.0,9.14,15,14.0,7.0,7.0,0.0,0.5
eef2536f,Avesh Khan,India,2023/24,16,3,10,10.0,142.85,16,15.0,50.20000076293945,454.0,16.0,9.06,16,15.0,8.0,8.0,0.0,0.53
eef2536f,Avesh Khan,India,2024,20,4,11,7.75,132.14,20,19.0,66.20000076293945,618.0,19.0,9.31,20,19.0,10.0,10.0,0.0,0.53
cf17c429,Avi Dixit,Singapore,2019/20,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
cf17c429,Avi Dixit,Singapore,2022,1,1,12,12.0,150.0,1,1.0,1.0,15.0,0.0,15.0,1,1.0,1.0,1.0,0.0,1.0
cf17c429,Avi Dixit,Singapore,2022/23,4,4,41,10.24,105.47,4,1.0,1.0,15.0,0.0,15.0,4,4.0,1.0,1.0,0.0,0.25
cf17c429,Avi Dixit,Singapore,2023,7,7,46,6.57,81.69,7,1.0,1.0,15.0,0.0,15.0,7,7.0,1.0,1.0,0.0,0.14
cf17c429,Avi Dixit,Singapore,2023/24,10,10,60,6.7,78.19,10,4.0,12.0,88.0,3.0,8.72,10,10.0,3.0,3.0,0.0,0.3
5b7efabe,Aviel Warsulkar,Israel,2024,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
f9f857dc,Awais Ahmed,Spain,2019,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
f9f857dc,Awais Ahmed,Spain,2019/20,5,3,118,59.0,134.09,5,0.0,0.0,0.0,0.0,0.0,5,5.0,3.0,3.0,0.0,0.6
f9f857dc,Awais Ahmed,Spain,2021,11,6,165,41.25,111.38,11,0.0,0.0,0.0,0.0,0.0,11,11.0,6.0,5.0,1.0,0.55
f9f857dc,Awais Ahmed,Spain,2022,14,9,245,36.39,117.26,14,0.0,0.0,0.0,0.0,0.0,14,14.0,13.0,10.0,3.0,0.93
f9f857dc,Awais Ahmed,Spain,2022/23,23,18,352,24.13,110.57,23,0.0,0.0,0.0,0.0,0.0,23,23.0,26.0,17.0,9.0,1.13
91e035c6,Awais Ikram,Slovenia,2022,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5c88fab9,Awais Zia,Pakistan,2011/12,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5c88fab9,Awais Zia,Pakistan,2014/15,3,3,47,15.66,90.38,3,0.0,0.0,0.0,0.0,0.0,3,3.0,0.0,0.0,0.0,0.0
eb02a5f7,Ayush Ummat,Estonia,2021/22,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
50dbc953,Ayyaz Qureshi,Slovenia,2022,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ff1e08eb,Azam Khalil,Sweden,2022,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ee8f1a6d,Azam Khan,Pakistan,2021,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ee8f1a6d,Azam Khan,Pakistan,2022/23,3,2,6,6.0,85.71,3,0.0,0.0,0.0,0.0,0.0,3,3.0,1.0,1.0,0.0,0.33
ee8f1a6d,Azam Khan,Pakistan,2023/24,5,4,7,3.25,51.18,5,0.0,0.0,0.0,0.0,0.0,5,5.0,3.0,3.0,0.0,0.6
ee8f1a6d,Azam Khan,Pakistan,2024,8,7,29,5.0,78.87,8,0.0,0.0,0.0,0.0,0.0,8,8.0,3.0,3.0,0.0,0.38
9f3f532a,Azeem Nazir,Switzerland,2022,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
b5bd99da,Azhar Andani,Portugal,2021,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
b5bd99da,Azhar Andani,Portugal,2022,4,4,276,69.0,154.18,4,0.0,0.0,0.0,0.0,0.0,4,4.0,0.0,0.0,0.0,0.0
b5bd99da,Azhar Andani,Portugal,2023,7,7,298,42.57,115.83,7,0.0,0.0,0.0,0.0,0.0,7,7.0,0.0,0.0,0.0,0.0
b5bd99da,Azhar Andani,Portugal,2024,12,12,427,38.27,109.56,12,0.0,0.0,0.0,0.0,0.0,12,12.0,1.0,1.0,0.0,0.08
050bdc77,Azin Rafeeg,Maldives,2023,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
050bdc77,Azin Rafeeg,Maldives,2024,2,2,24,24.0,141.17,2,2.0,7.0,45.0,3.0,6.42,2,2.0,0.0,0.0,0.0,0.0
b3e9555a,Aziz Mohammad,Belgium,2019,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
b3e9555a,Aziz Mohammad,Belgium,2021,3,3,19,9.5,76.0,3,3.0,12.0,84.0,2.0,7.0,3,3.0,0.0,0.0,0.0,0.0
b3e9555a,Aziz Mohammad,Belgium,2022,6,6,99,18.08,133.24,6,5.0,17.0,117.0,3.0,6.84,6,6.0,2.0,2.0,0.0,0.33
b3e9555a,Aziz Mohammad,Belgium,2023,14,14,350,25.67,136.34,14,11.0,30.5,208.0,8.0,6.69,14,14.0,3.0,3.0,0.0,0.21
b3e9555a,Aziz Mohammad,Belgium,2024,16,16,375,24.03,137.68,16,13.0,36.5,275.0,8.0,7.38,16,16.0,5.0,5.0,0.0,0.31
