Player,Country,Season,Cumulative Mat,Cumulative Inns,Cumulative Dis,Cumulative Ct,Cumulative St,Cumulative D/I,player_id
L Ngidi,South Africa,2024,40,40.0,8.0,8.0,0.0,0.2,f834dcfc
L Ngidi,South Africa,2024/25,42,42.0,8.0,8.0,0.0,0.19,f834dcfc
L Nou,Papua New Guinea,2015,0,0.0,0.0,0.0,0.0,0.0,9f500ddb
L Nyarko,Ghana,2023/24,0,0.0,0.0,0.0,0.0,0.0,c391d077
L Nyarko,Ghana,2024,2,2.0,2.0,2.0,0.0,1.0,c391d077
L Ronchi,Australia,2008,0,0.0,0.0,0.0,0.0,0.0,0fa5042b
L Ronchi,Australia,2008/09,1,1.0,0.0,0.0,0.0,0.0,0fa5042b
L Ronchi,New Zealand,2013/14,0,0.0,0.0,0.0,0.0,0.0,0fa5042b
L Ronchi,New Zealand,2014,8,8.0,9.0,8.0,1.0,1.13,0fa5042b
L Ronchi,New Zealand,2014/15,10,10.0,10.0,9.0,1.0,1.0,0fa5042b
L Ronchi,New Zealand,2015,12,12.0,11.0,10.0,1.0,0.92,0fa5042b
L Ronchi,New Zealand,2015/16,16,16.0,17.0,16.0,1.0,1.06,0fa5042b
L Ronchi,New Zealand,2016/17,26,26.0,28.0,23.0,5.0,1.08,0fa5042b
L Sanogo,Mali,2022/23,0,0.0,0.0,0.0,0.0,0.0,abbc06cf
L Sanogo,Mali,2023/24,7,6.0,1.0,1.0,0.0,0.17,abbc06cf
L Sanogo,Mali,2024,10,9.0,1.0,1.0,0.0,0.11,abbc06cf
L Shafeeg,Maldives,2019/20,0,0.0,0.0,0.0,0.0,0.0,ed82d9a5
L Shafeeg,Maldives,2021/22,6,6.0,0.0,0.0,0.0,0.0,ed82d9a5
L Shafeeg,Maldives,2022,8,8.0,1.0,1.0,0.0,0.13,ed82d9a5
L Shafeeg,Maldives,2023/24,12,12.0,1.0,1.0,0.0,0.08,ed82d9a5
L Shafeeg,Maldives,2024,17,17.0,1.0,1.0,0.0,0.06,ed82d9a5
L Shafeeg,Maldives,2024/25,22,22.0,1.0,1.0,0.0,0.05,ed82d9a5
L Siaka,Papua New Guinea,2015,0,0.0,0.0,0.0,0.0,0.0,6b4593ee
L Siaka,Papua New Guinea,2015/16,3,3.0,0.0,0.0,0.0,0.0,6b4593ee
L Siaka,Papua New Guinea,2017,6,6.0,6.0,6.0,0.0,1.0,6b4593ee
L Siaka,Papua New Guinea,2018/19,9,9.0,6.0,6.0,0.0,0.67,6b4593ee
L Siaka,Papua New Guinea,2019,13,13.0,9.0,9.0,0.0,0.69,6b4593ee
L Siaka,Papua New Guinea,2019/20,18,18.0,13.0,13.0,0.0,0.72,6b4593ee
L Siaka,Papua New Guinea,2021/22,26,26.0,20.0,20.0,0.0,0.77,6b4593ee
L Siaka,Papua New Guinea,2022,34,34.0,27.0,27.0,0.0,0.79,6b4593ee
L Siaka,Papua New Guinea,2023,41,41.0,34.0,34.0,0.0,0.83,6b4593ee
L Siaka,Papua New Guinea,2023/24,51,51.0,37.0,37.0,0.0,0.73,6b4593ee
L Siaka,Papua New Guinea,2024,59,59.0,40.0,40.0,0.0,0.68,6b4593ee
L Sipamla,South Africa,2018/19,0,0.0,0.0,0.0,0.0,0.0,f892fcf9
L Sipamla,South Africa,2020/21,5,5.0,2.0,2.0,0.0,0.4,f892fcf9
L Sreekumar,United Arab Emirates,2017,0,0.0,0.0,0.0,0.0,0.0,ddb41291
L Stubbs,Croatia,2023,0,0.0,0.0,0.0,0.0,0.0,b0f332e1
L Vincent,New Zealand,2005/06,0,0.0,0.0,0.0,0.0,0.0,2764133a
L Vincent,New Zealand,2007/08,1,1.0,0.0,0.0,0.0,0.0,2764133a
L Wood,England,2022,0,0.0,0.0,0.0,0.0,0.0,65b6943c
L Wood,England,2023,2,2.0,0.0,0.0,0.0,0.0,65b6943c
L Yamamoto-Lake,Japan,2022/23,0,0.0,0.0,0.0,0.0,0.0,fa23405f
L Yamamoto-Lake,Japan,2023,7,7.0,3.0,3.0,0.0,0.43,fa23405f
L Yamamoto-Lake,Japan,2023/24,15,15.0,3.0,3.0,0.0,0.2,fa23405f
L Yamamoto-Lake,Japan,2024,24,24.0,5.0,5.0,0.0,0.21,fa23405f
LA Burns,Spain,2022,0,0.0,0.0,0.0,0.0,0.0,5b616bf0
LA Burns,Spain,2022/23,9,9.0,2.0,2.0,0.0,0.22,5b616bf0
LA Burns,Spain,2024,17,17.0,3.0,3.0,0.0,0.18,5b616bf0
LA Collado,Gibraltar,2019/20,0,0.0,0.0,0.0,0.0,0.0,177009a5
LA Collado,Gibraltar,2021/22,4,4.0,3.0,2.0,1.0,0.75,177009a5
LA Dawson,England,2016,0,0.0,0.0,0.0,0.0,0.0,4a461c24
LA Dawson,England,2016/17,1,1.0,1.0,1.0,0.0,1.0,4a461c24
LA Dawson,England,2017,2,2.0,2.0,2.0,0.0,1.0,4a461c24
LA Dawson,England,2017/18,4,4.0,2.0,2.0,0.0,0.5,4a461c24
LA Dawson,England,2021/22,6,6.0,2.0,2.0,0.0,0.33,4a461c24
LA Dawson,England,2022,8,8.0,2.0,2.0,0.0,0.25,4a461c24
LA Dunbar,Serbia,2019/20,0,0.0,0.0,0.0,0.0,0.0,f50433e9
LA Dunbar,Serbia,2021,2,2.0,1.0,1.0,0.0,0.5,f50433e9
LA Dunbar,Serbia,2022,6,6.0,2.0,2.0,0.0,0.33,f50433e9
LA Dunbar,Serbia,2023,17,17.0,11.0,11.0,0.0,0.65,f50433e9
LA Dunbar,Serbia,2023/24,21,20.0,11.0,11.0,0.0,0.55,f50433e9
LA Dunbar,Serbia,2024,23,22.0,13.0,13.0,0.0,0.59,f50433e9
LA Musiani,Argentina,2019/20,0,0.0,0.0,0.0,0.0,0.0,efbd35a9
LA Musiani,Argentina,2021/22,5,5.0,2.0,2.0,0.0,0.4,efbd35a9
LA Musiani,Argentina,2022/23,10,10.0,4.0,4.0,0.0,0.4,efbd35a9
LA Pomersbach,Australia,2007/08,0,0.0,0.0,0.0,0.0,0.0,b63ab531
LA Simango,Mozambique,2019/20,0,0.0,0.0,0.0,0.0,0.0,16084b50
LA Simango,Mozambique,2021/22,3,3.0,0.0,0.0,0.0,0.0,16084b50
LA Simango,Mozambique,2022,7,7.0,1.0,1.0,0.0,0.14,16084b50
LA Simango,Mozambique,2022/23,16,16.0,1.0,1.0,0.0,0.06,16084b50
LB Ferbrache,Guernsey,2019,0,0.0,0.0,0.0,0.0,0.0,0f72f582
LB Ferbrache,Guernsey,2020,9,9.0,5.0,5.0,0.0,0.56,0f72f582
LB Ferbrache,Guernsey,2022,10,10.0,7.0,7.0,0.0,0.7,0f72f582
LB Ferbrache,Guernsey,2023,22,22.0,15.0,15.0,0.0,0.68,0f72f582
LB Ferbrache,Guernsey,2024,25,25.0,16.0,16.0,0.0,0.64,0f72f582
LB Williams,South Africa,2021,0,0.0,0.0,0.0,0.0,0.0,a1d95bd8
LB Williams,South Africa,2023/24,6,6.0,2.0,2.0,0.0,0.33,a1d95bd8
LB Williams,South Africa,2024,11,11.0,2.0,2.0,0.0,0.18,a1d95bd8
LB Williams,South Africa,2024/25,13,13.0,2.0,2.0,0.0,0.15,a1d95bd8
LC Le Tissier,Guernsey,2019,0,0.0,0.0,0.0,0.0,0.0,c471750e
LC Le Tissier,Guernsey,2020,9,9.0,2.0,2.0,0.0,0.22,c471750e
LC Le Tissier,Guernsey,2022,10,10.0,2.0,2.0,0.0,0.2,c471750e
LC Le Tissier,Guernsey,2023,18,18.0,2.0,2.0,0.0,0.11,c471750e
LD Chandimal,Sri Lanka,2010,0,0.0,0.0,0.0,0.0,0.0,8dd02a98
LD Chandimal,Sri Lanka,2010/11,4,4.0,0.0,0.0,0.0,0.0,8dd02a98
LD Chandimal,Sri Lanka,2011,5,5.0,0.0,0.0,0.0,0.0,8dd02a98
LD Chandimal,Sri Lanka,2011/12,7,7.0,0.0,0.0,0.0,0.0,8dd02a98
LD Chandimal,Sri Lanka,2012,8,8.0,0.0,0.0,0.0,0.0,8dd02a98
LD Chandimal,Sri Lanka,2012/13,11,11.0,0.0,0.0,0.0,0.0,8dd02a98
LD Chandimal,Sri Lanka,2013,15,15.0,1.0,1.0,0.0,0.07,8dd02a98
LD Chandimal,Sri Lanka,2013/14,18,18.0,2.0,2.0,0.0,0.11,8dd02a98
LD Chandimal,Sri Lanka,2014,26,26.0,12.0,12.0,0.0,0.46,8dd02a98
LD Chandimal,Sri Lanka,2015/16,27,27.0,13.0,13.0,0.0,0.48,8dd02a98
LD Chandimal,Sri Lanka,2016,42,42.0,25.0,24.0,1.0,0.6,8dd02a98
LD Chandimal,Sri Lanka,2016/17,45,45.0,27.0,25.0,2.0,0.6,8dd02a98
LD Chandimal,Sri Lanka,2017/18,48,48.0,32.0,28.0,4.0,0.67,8dd02a98
LD Chandimal,Sri Lanka,2018,52,52.0,33.0,28.0,5.0,0.63,8dd02a98
LD Chandimal,Sri Lanka,2018/19,53,53.0,36.0,31.0,5.0,0.68,8dd02a98
LD Chandimal,Sri Lanka,2020/21,54,54.0,37.0,32.0,5.0,0.69,8dd02a98
LD Chandimal,Sri Lanka,2021,57,57.0,38.0,33.0,5.0,0.67,8dd02a98
LD Chandimal,Sri Lanka,2021/22,59,59.0,39.0,34.0,5.0,0.66,8dd02a98
LD Madushanka,Sri Lanka,2019,0,0.0,0.0,0.0,0.0,0.0,de063a39
LD Madushanka,Sri Lanka,2019/20,1,1.0,0.0,0.0,0.0,0.0,de063a39
LD Madushanka,Sri Lanka,2021,2,2.0,0.0,0.0,0.0,0.0,de063a39
LE Bosman,South Africa,2005/06,0,0.0,0.0,0.0,0.0,0.0,73e749e1
LE Bosman,South Africa,2006/07,1,1.0,0.0,0.0,0.0,0.0,73e749e1
LE Bosman,South Africa,2008/09,3,3.0,0.0,0.0,0.0,0.0,73e749e1
LE Bosman,South Africa,2009/10,4,4.0,0.0,0.0,0.0,0.0,73e749e1
LE Bosman,South Africa,2010,6,6.0,0.0,0.0,0.0,0.0,73e749e1
LE Bosman,South Africa,2010/11,10,10.0,0.0,0.0,0.0,0.0,73e749e1
LE Plunkett,England,2006,0,0.0,0.0,0.0,0.0,0.0,9a963804
LE Plunkett,England,2015/16,1,1.0,0.0,0.0,0.0,0.0,9a963804
LE Plunkett,England,2016,7,7.0,2.0,2.0,0.0,0.29,9a963804
LE Plunkett,England,2016/17,9,9.0,2.0,2.0,0.0,0.22,9a963804
LE Plunkett,England,2017,11,11.0,2.0,2.0,0.0,0.18,9a963804
LE Plunkett,England,2017/18,14,14.0,4.0,4.0,0.0,0.29,9a963804
LE Plunkett,England,2018,15,15.0,5.0,5.0,0.0,0.33,9a963804
LE Plunkett,England,2018/19,19,19.0,6.0,6.0,0.0,0.32,9a963804
LF Mavume,Mozambique,2022/23,0,0.0,0.0,0.0,0.0,0.0,5b531900
LF Mavume,Mozambique,2023,4,4.0,0.0,0.0,0.0,0.0,5b531900
LH Ferguson,New Zealand,2016/17,0,0.0,0.0,0.0,0.0,0.0,2f9d0389
LH Ferguson,New Zealand,2018/19,1,1.0,0.0,0.0,0.0,0.0,2f9d0389
LH Ferguson,New Zealand,2019/20,5,5.0,3.0,3.0,0.0,0.6,2f9d0389
LH Ferguson,New Zealand,2020/21,8,8.0,3.0,3.0,0.0,0.38,2f9d0389
LH Ferguson,New Zealand,2021/22,13,13.0,4.0,4.0,0.0,0.31,2f9d0389
LH Ferguson,New Zealand,2022,15,15.0,4.0,4.0,0.0,0.27,2f9d0389
LH Ferguson,New Zealand,2022/23,21,21.0,5.0,5.0,0.0,0.24,2f9d0389
LH Ferguson,New Zealand,2023,31,31.0,8.0,8.0,0.0,0.26,2f9d0389
LH Ferguson,New Zealand,2023/24,33,33.0,8.0,8.0,0.0,0.24,2f9d0389
LH Ferguson,New Zealand,2024,38,38.0,11.0,11.0,0.0,0.29,2f9d0389
LHB Harrington-Myers,Cayman Islands,2019,0,0.0,0.0,0.0,0.0,0.0,91136091
LHB Harrington-Myers,Cayman Islands,2022,4,4.0,0.0,0.0,0.0,0.0,91136091
LI Salomone,Mozambique,2022,0,0.0,0.0,0.0,0.0,0.0,a7b67d5d
LI Salomone,Mozambique,2022/23,1,1.0,0.0,0.0,0.0,0.0,a7b67d5d
LI Salomone,Mozambique,2023,3,3.0,0.0,0.0,0.0,0.0,a7b67d5d
LI Salomone,Mozambique,2023/24,6,6.0,0.0,0.0,0.0,0.0,a7b67d5d
LI Salomone,Mozambique,2024/25,9,9.0,1.0,1.0,0.0,0.11,a7b67d5d
LJ Barker,Guernsey,2019,0,0.0,0.0,0.0,0.0,0.0,da1f80f8
LJ Barker,Guernsey,2020,9,9.0,2.0,2.0,0.0,0.22,da1f80f8
LJ Leokaoke,Lesotho,2023/24,0,0.0,0.0,0.0,0.0,0.0,456884dd
LJ Leokaoke,Lesotho,2024,4,4.0,1.0,1.0,0.0,0.25,456884dd
LJ Myott,Philippines,2023,0,0.0,0.0,0.0,0.0,0.0,3f9d95f9
LJ Myott,Philippines,2023/24,6,6.0,6.0,6.0,0.0,1.0,3f9d95f9
LJ Myott,Philippines,2024,12,12.0,8.0,8.0,0.0,0.67,3f9d95f9
LJ Woodcock,New Zealand,2010/11,0,0.0,0.0,0.0,0.0,0.0,9ba59a3c
LJ Woodcock,New Zealand,2011/12,1,1.0,0.0,0.0,0.0,0.0,9ba59a3c
LJ Wright,England,2007/08,0,0.0,0.0,0.0,0.0,0.0,cca50cd6
LJ Wright,England,2008,7,7.0,3.0,3.0,0.0,0.43,cca50cd6
LJ Wright,England,2009,8,8.0,3.0,3.0,0.0,0.38,cca50cd6
LJ Wright,England,2009/10,14,14.0,7.0,7.0,0.0,0.5,cca50cd6
LJ Wright,England,2010,18,18.0,8.0,8.0,0.0,0.44,cca50cd6
LJ Wright,England,2010/11,27,27.0,10.0,10.0,0.0,0.37,cca50cd6
LJ Wright,England,2011,29,29.0,10.0,10.0,0.0,0.34,cca50cd6
LJ Wright,England,2012,30,30.0,10.0,10.0,0.0,0.33,cca50cd6
LJ Wright,England,2012/13,32,32.0,10.0,10.0,0.0,0.31,cca50cd6
LJ Wright,England,2013,42,42.0,13.0,13.0,0.0,0.31,cca50cd6
LJ Wright,England,2013/14,46,45.0,14.0,14.0,0.0,0.31,cca50cd6
LL Tsotsobe,South Africa,2008/09,0,0.0,0.0,0.0,0.0,0.0,12bffe91
LL Tsotsobe,South Africa,2010,1,1.0,0.0,0.0,0.0,0.0,12bffe91
LL Tsotsobe,South Africa,2010/11,2,2.0,0.0,0.0,0.0,0.0,12bffe91
LL Tsotsobe,South Africa,2011/12,5,5.0,0.0,0.0,0.0,0.0,12bffe91
LL Tsotsobe,South Africa,2012,10,10.0,0.0,0.0,0.0,0.0,12bffe91
LL Tsotsobe,South Africa,2012/13,11,11.0,0.0,0.0,0.0,0.0,12bffe91
LL Tsotsobe,South Africa,2013,12,12.0,0.0,0.0,0.0,0.0,12bffe91
LL Tsotsobe,South Africa,2013/14,15,15.0,0.0,0.0,0.0,0.0,12bffe91
LM Gabriel,Lesotho,2022/23,0,0.0,0.0,0.0,0.0,0.0,88a5adcf
LM Gabriel,Lesotho,2023/24,7,7.0,0.0,0.0,0.0,0.0,88a5adcf
LM Gabriel,Lesotho,2024,12,12.0,3.0,3.0,0.0,0.25,88a5adcf
LM Jongwe,Zimbabwe,2015/16,0,0.0,0.0,0.0,0.0,0.0,b8704508
LM Jongwe,Zimbabwe,2021,8,8.0,4.0,4.0,0.0,0.5,b8704508
LM Jongwe,Zimbabwe,2022,22,22.0,5.0,5.0,0.0,0.23,b8704508
LM Jongwe,Zimbabwe,2022/23,38,38.0,7.0,7.0,0.0,0.18,b8704508
LM Jongwe,Zimbabwe,2023/24,45,45.0,9.0,9.0,0.0,0.2,b8704508
LM Jongwe,Zimbabwe,2024,58,58.0,13.0,13.0,0.0,0.22,b8704508
LMP Simmons,West Indies,2007,0,0.0,0.0,0.0,0.0,0.0,89f64c19
LMP Simmons,West Indies,2008/09,1,1.0,0.0,0.0,0.0,0.0,89f64c19
LMP Simmons,West Indies,2009,2,2.0,1.0,1.0,0.0,0.5,89f64c19
LMP Simmons,West Indies,2009/10,7,7.0,4.0,4.0,0.0,0.57,89f64c19
LMP Simmons,West Indies,2011,8,8.0,4.0,4.0,0.0,0.5,89f64c19
LMP Simmons,West Indies,2011/12,10,10.0,4.0,4.0,0.0,0.4,89f64c19
LMP Simmons,West Indies,2012,11,11.0,4.0,4.0,0.0,0.36,89f64c19
LMP Simmons,West Indies,2012/13,13,13.0,4.0,4.0,0.0,0.31,89f64c19
LMP Simmons,West Indies,2013,16,16.0,5.0,5.0,0.0,0.31,89f64c19
LMP Simmons,West Indies,2013/14,18,18.0,8.0,8.0,0.0,0.44,89f64c19
LMP Simmons,West Indies,2014,30,30.0,15.0,15.0,0.0,0.5,89f64c19
LMP Simmons,West Indies,2014/15,33,33.0,16.0,16.0,0.0,0.48,89f64c19
LMP Simmons,West Indies,2015/16,34,34.0,16.0,16.0,0.0,0.47,89f64c19
LMP Simmons,West Indies,2016,36,36.0,17.0,17.0,0.0,0.47,89f64c19
LMP Simmons,West Indies,2017,38,38.0,17.0,17.0,0.0,0.45,89f64c19
LMP Simmons,West Indies,2019/20,45,45.0,19.0,19.0,0.0,0.42,89f64c19
LMP Simmons,West Indies,2020/21,54,54.0,23.0,23.0,0.0,0.43,89f64c19
LMP Simmons,West Indies,2021,57,57.0,26.0,26.0,0.0,0.46,89f64c19
LMP Simmons,West Indies,2021/22,66,65.0,35.0,35.0,0.0,0.54,89f64c19
LN Oluoch,Kenya,2013,0,0.0,0.0,0.0,0.0,0.0,eb4f9c61
LN Oluoch,Kenya,2019,1,1.0,0.0,0.0,0.0,0.0,eb4f9c61
LN Oluoch,Kenya,2019/20,4,4.0,1.0,1.0,0.0,0.25,eb4f9c61
LN Oluoch,Kenya,2022,10,10.0,2.0,2.0,0.0,0.2,eb4f9c61
LN Oluoch,Kenya,2022/23,19,19.0,4.0,4.0,0.0,0.21,eb4f9c61
LN Oluoch,Kenya,2023,25,24.0,4.0,4.0,0.0,0.17,eb4f9c61
LN Oluoch,Kenya,2023/24,33,32.0,6.0,6.0,0.0,0.19,eb4f9c61
LN Oluoch,Kenya,2024,50,49.0,8.0,8.0,0.0,0.16,eb4f9c61
LN Oluoch,Kenya,2024/25,59,58.0,11.0,11.0,0.0,0.19,eb4f9c61
LN Onyango,Kenya,2007/08,0,0.0,0.0,0.0,0.0,0.0,68c3f79d
LN Onyango,Kenya,2009/10,3,3.0,0.0,0.0,0.0,0.0,68c3f79d
LN Rajbanshi,Nepal,2018,0,0.0,0.0,0.0,0.0,0.0,6ad2d5f7
LN Rajbanshi,Nepal,2018/19,1,1.0,0.0,0.0,0.0,0.0,6ad2d5f7
LN Rajbanshi,Nepal,2019,3,3.0,0.0,0.0,0.0,0.0,6ad2d5f7
LN Rajbanshi,Nepal,2019/20,6,6.0,2.0,2.0,0.0,0.33,6ad2d5f7
LN Rajbanshi,Nepal,2023/24,12,12.0,3.0,3.0,0.0,0.25,6ad2d5f7
LN Rajbanshi,Nepal,2024,15,15.0,4.0,4.0,0.0,0.27,6ad2d5f7
LN Rajbanshi,Nepal,2024/25,22,22.0,6.0,6.0,0.0,0.27,6ad2d5f7
LP Kasturiarachchige,Austria,2021,0,0.0,0.0,0.0,0.0,0.0,82af7861
LPC Silva,Sri Lanka,2006/07,0,0.0,0.0,0.0,0.0,0.0,1be70c88
LPC Silva,Sri Lanka,2007/08,2,2.0,1.0,1.0,0.0,0.5,1be70c88
LPC Silva,Sri Lanka,2008/09,7,7.0,2.0,2.0,0.0,0.29,1be70c88
LPC Silva,Sri Lanka,2009,8,8.0,2.0,2.0,0.0,0.25,1be70c88
LPC Silva,Sri Lanka,2011/12,15,15.0,5.0,5.0,0.0,0.33,1be70c88
LR Gaonkar,Panama,2023/24,0,0.0,0.0,0.0,0.0,0.0,e51abd5e
LRPL Taylor,New Zealand,2006/07,0,0.0,0.0,0.0,0.0,0.0,b61a3e1a
LRPL Taylor,New Zealand,2007/08,2,2.0,1.0,1.0,0.0,0.5,b61a3e1a
LRPL Taylor,New Zealand,2008,12,12.0,11.0,11.0,0.0,0.92,b61a3e1a
LRPL Taylor,New Zealand,2008/09,13,13.0,11.0,11.0,0.0,0.85,b61a3e1a
LRPL Taylor,New Zealand,2009,17,17.0,13.0,13.0,0.0,0.76,b61a3e1a
LRPL Taylor,New Zealand,2009/10,22,22.0,18.0,18.0,0.0,0.82,b61a3e1a
LRPL Taylor,New Zealand,2010,27,27.0,19.0,19.0,0.0,0.7,b61a3e1a
LRPL Taylor,New Zealand,2010/11,34,34.0,22.0,22.0,0.0,0.65,b61a3e1a
LRPL Taylor,New Zealand,2011/12,37,37.0,23.0,23.0,0.0,0.62,b61a3e1a
LRPL Taylor,New Zealand,2012,39,39.0,26.0,26.0,0.0,0.67,b61a3e1a
LRPL Taylor,New Zealand,2012/13,41,41.0,27.0,27.0,0.0,0.66,b61a3e1a
LRPL Taylor,New Zealand,2013,50,50.0,33.0,33.0,0.0,0.66,b61a3e1a
LRPL Taylor,New Zealand,2013/14,52,52.0,34.0,34.0,0.0,0.65,b61a3e1a
LRPL Taylor,New Zealand,2014,59,59.0,36.0,36.0,0.0,0.61,b61a3e1a
LRPL Taylor,New Zealand,2014/15,61,61.0,37.0,37.0,0.0,0.61,b61a3e1a
LRPL Taylor,New Zealand,2015,63,63.0,38.0,38.0,0.0,0.6,b61a3e1a
LRPL Taylor,New Zealand,2015/16,64,64.0,39.0,39.0,0.0,0.61,b61a3e1a
LRPL Taylor,New Zealand,2017/18,73,73.0,42.0,42.0,0.0,0.58,b61a3e1a
LRPL Taylor,New Zealand,2018/19,81,81.0,44.0,44.0,0.0,0.54,b61a3e1a
LRPL Taylor,New Zealand,2019,88,88.0,44.0,44.0,0.0,0.5,b61a3e1a
LRPL Taylor,New Zealand,2019/20,90,90.0,44.0,44.0,0.0,0.49,b61a3e1a
LRPL Taylor,New Zealand,2020/21,100,100.0,46.0,46.0,0.0,0.46,b61a3e1a
LS Baker,West Indies,2008/09,0,0.0,0.0,0.0,0.0,0.0,441b1b20
LS Barkania,Tanzania,2024,0,0.0,0.0,0.0,0.0,0.0,073126d6
LS Livingstone,England,2017,0,0.0,0.0,0.0,0.0,0.0,50c6bc2b
LS Livingstone,England,2021,2,2.0,0.0,0.0,0.0,0.0,50c6bc2b
LS Livingstone,England,2021/22,8,8.0,3.0,3.0,0.0,0.38,50c6bc2b
LS Livingstone,England,2022,17,17.0,8.0,8.0,0.0,0.47,50c6bc2b
LS Livingstone,England,2022/23,23,23.0,9.0,9.0,0.0,0.39,50c6bc2b
LS Livingstone,England,2023,29,29.0,15.0,15.0,0.0,0.52,50c6bc2b
LS Livingstone,England,2023/24,33,33.0,16.0,16.0,0.0,0.48,50c6bc2b
LS Livingstone,England,2024,38,38.0,19.0,19.0,0.0,0.5,50c6bc2b
LSP Siriwardene,Israel,2024,0,0.0,0.0,0.0,0.0,0.0,f2637e05
LT Bichard,Guernsey,2020,0,0.0,0.0,0.0,0.0,0.0,dfcdb11e
LT Bichard,Guernsey,2022,1,1.0,0.0,0.0,0.0,0.0,dfcdb11e
LT Bichard,Guernsey,2023,11,11.0,1.0,1.0,0.0,0.09,dfcdb11e
LT Bichard,Guernsey,2024,16,16.0,1.0,1.0,0.0,0.06,dfcdb11e
LU Igalagamage,Sri Lanka,2023,0,0.0,0.0,0.0,0.0,0.0,07b6c3c1
LV van Beek,Netherlands,2013/14,0,0.0,0.0,0.0,0.0,0.0,782fb776
LV van Beek,Netherlands,2015/16,7,7.0,3.0,3.0,0.0,0.43,782fb776
LV van Beek,Netherlands,2021/22,8,8.0,3.0,3.0,0.0,0.38,782fb776
LV van Beek,Netherlands,2022,10,10.0,4.0,4.0,0.0,0.4,782fb776
LV van Beek,Netherlands,2022/23,17,17.0,7.0,7.0,0.0,0.41,782fb776
LV van Beek,Netherlands,2024,23,23.0,11.0,11.0,0.0,0.48,782fb776
LW Potthoff,Croatia,2024,0,0.0,0.0,0.0,0.0,0.0,02b87bde
Lakshit Gupta,Cambodia,2023,0,0.0,0.0,0.0,0.0,0.0,52b090a6
Lakshit Gupta,Cambodia,2023/24,5,5.0,1.0,1.0,0.0,0.2,52b090a6
Lakshit Gupta,Cambodia,2024,18,17.0,4.0,4.0,0.0,0.24,52b090a6
Lee Kangmin,South Korea,2022/23,0,0.0,0.0,0.0,0.0,0.0,cd752e8a
Lee Kangmin,South Korea,2024,3,3.0,1.0,1.0,0.0,0.33,cd752e8a
Lemar Momand,Sweden,2021,0,0.0,0.0,0.0,0.0,0.0,249fe400
Lemar Momand,Sweden,2022,4,4.0,2.0,2.0,0.0,0.5,249fe400
Lokesh Bam,Nepal,2021/22,0,0.0,0.0,0.0,0.0,0.0,75c8a26b
Lokesh Bam,Nepal,2023/24,8,8.0,2.0,2.0,0.0,0.25,75c8a26b
Luca Petre,Romania,2023,0,0.0,0.0,0.0,0.0,0.0,b31d458f
Luca Petre,Romania,2024,5,5.0,1.0,1.0,0.0,0.2,b31d458f
Lucky Ali,Denmark,2019,0,0.0,0.0,0.0,0.0,0.0,28b032ac
Lucky Ali,Denmark,2021,2,2.0,0.0,0.0,0.0,0.0,28b032ac
Lucky Ali,Denmark,2021/22,5,5.0,0.0,0.0,0.0,0.0,28b032ac
Lucky Ali,Denmark,2022,11,11.0,4.0,4.0,0.0,0.36,28b032ac
Lucky Ali,Denmark,2023,12,12.0,4.0,4.0,0.0,0.33,28b032ac
Luka Woods,Serbia,2024,0,0.0,0.0,0.0,0.0,0.0,0996f198
Luo Shilin,China,2023,0,0.0,0.0,0.0,0.0,0.0,c251b048
Luo Shilin,China,2023/24,4,4.0,0.0,0.0,0.0,0.0,c251b048
Luqman Butt,Cambodia,2023,0,0.0,0.0,0.0,0.0,0.0,7a6decc8
Luqman Butt,Cambodia,2023/24,5,5.0,1.0,1.0,0.0,0.2,7a6decc8
Luqman Butt,Cambodia,2024,18,17.0,8.0,8.0,0.0,0.47,7a6decc8
Lwin Maw,Myanmar,2024,0,0.0,0.0,0.0,0.0,0.0,ae1300a0
M Abdulla,Malawi,2019/20,0,0.0,0.0,0.0,0.0,0.0,792805ee
M Abdulla,Malawi,2021/22,5,5.0,1.0,1.0,0.0,0.2,792805ee
M Aboagye,Ghana,2019,0,0.0,0.0,0.0,0.0,0.0,afe8ff08
M Aboagye,Ghana,2023/24,3,3.0,0.0,0.0,0.0,0.0,afe8ff08
M Akayezu,Rwanda,2021,0,0.0,0.0,0.0,0.0,0.0,1f3b9f8d
M Akayezu,Rwanda,2021/22,5,5.0,0.0,0.0,0.0,0.0,1f3b9f8d
M Akayezu,Rwanda,2022/23,11,11.0,2.0,2.0,0.0,0.18,1f3b9f8d
M Akayezu,Rwanda,2023,31,30.0,8.0,8.0,0.0,0.27,1f3b9f8d
M Akayezu,Rwanda,2023/24,48,47.0,16.0,16.0,0.0,0.34,1f3b9f8d
M Akayezu,Rwanda,2024,69,68.0,23.0,23.0,0.0,0.34,1f3b9f8d
M Akayezu,Rwanda,2024/25,74,73.0,26.0,26.0,0.0,0.36,1f3b9f8d
M Akhigbe,Nigeria,2024,0,0.0,0.0,0.0,0.0,0.0,32613355
M Altankhuyag,Mongolia,2023,0,0.0,0.0,0.0,0.0,0.0,657c4b12
M Ansari,Oman,2015,0,0.0,0.0,0.0,0.0,0.0,681af475
M Ansari,Oman,2015/16,1,1.0,0.0,0.0,0.0,0.0,681af475
M Beitaki,Fiji,2022,0,0.0,0.0,0.0,0.0,0.0,3d29b5fc
M Beitaki,Fiji,2022/23,6,6.0,1.0,0.0,1.0,0.17,3d29b5fc
