Player,Country,Season,Cumulative Mat,Cumulative Inns,Cumulative Dis,Cumulative Ct,Cumulative St,Cumulative D/I,player_id
DJ Mitchell,New Zealand,2019,3,3.0,2.0,2.0,0.0,0.67,eade4650
DJ Mitchell,New Zealand,2019/20,6,6.0,5.0,5.0,0.0,0.83,eade4650
DJ Mitchell,New Zealand,2020/21,11,11.0,8.0,8.0,0.0,0.73,eade4650
DJ Mitchell,New Zealand,2021/22,15,15.0,8.0,8.0,0.0,0.53,eade4650
DJ Mitchell,New Zealand,2022,25,25.0,12.0,12.0,0.0,0.48,eade4650
DJ Mitchell,New Zealand,2022/23,35,35.0,17.0,17.0,0.0,0.49,eade4650
DJ Mitchell,New Zealand,2023,47,47.0,19.0,19.0,0.0,0.4,eade4650
DJ Mitchell,New Zealand,2023/24,56,55.0,28.0,28.0,0.0,0.51,eade4650
DJ Mitchell,New Zealand,2024,63,61.0,30.0,30.0,0.0,0.49,eade4650
DJ Reekers,Netherlands,2008,0,0.0,0.0,0.0,0.0,0.0,d84a2d8e
DJ Reekers,Netherlands,2009,4,3.0,2.0,2.0,0.0,0.67,d84a2d8e
DJ Turkich,Croatia,2022,0,0.0,0.0,0.0,0.0,0.0,96013995
DJ Turkich,Croatia,2024,5,5.0,3.0,3.0,0.0,0.6,96013995
DJ Vilas,South Africa,2011/12,0,0.0,0.0,0.0,0.0,0.0,087210b1
DJ Willey,England,2015,0,0.0,0.0,0.0,0.0,0.0,7f048519
DJ Willey,England,2015/16,2,2.0,1.0,1.0,0.0,0.5,7f048519
DJ Willey,England,2016,11,11.0,6.0,6.0,0.0,0.55,7f048519
DJ Willey,England,2017,12,12.0,6.0,6.0,0.0,0.5,7f048519
DJ Willey,England,2017/18,16,16.0,8.0,8.0,0.0,0.5,7f048519
DJ Willey,England,2018,20,20.0,9.0,9.0,0.0,0.45,7f048519
DJ Willey,England,2018/19,24,24.0,9.0,9.0,0.0,0.38,7f048519
DJ Willey,England,2019,27,27.0,11.0,11.0,0.0,0.41,7f048519
DJ Willey,England,2021,28,28.0,12.0,12.0,0.0,0.43,7f048519
DJ Willey,England,2022,32,32.0,15.0,15.0,0.0,0.47,7f048519
DJ Willey,England,2022/23,41,41.0,17.0,17.0,0.0,0.41,7f048519
DJG Sammy,West Indies,2007,0,0.0,0.0,0.0,0.0,0.0,c03c6200
DJG Sammy,West Indies,2007/08,2,2.0,1.0,1.0,0.0,0.5,c03c6200
DJG Sammy,West Indies,2008,4,4.0,1.0,1.0,0.0,0.25,c03c6200
DJG Sammy,West Indies,2008/09,5,5.0,1.0,1.0,0.0,0.2,c03c6200
DJG Sammy,West Indies,2009,6,6.0,1.0,1.0,0.0,0.17,c03c6200
DJG Sammy,West Indies,2009/10,9,9.0,2.0,2.0,0.0,0.22,c03c6200
DJG Sammy,West Indies,2010,12,12.0,3.0,3.0,0.0,0.25,c03c6200
DJG Sammy,West Indies,2011,19,19.0,9.0,9.0,0.0,0.47,c03c6200
DJG Sammy,West Indies,2011/12,23,23.0,11.0,11.0,0.0,0.48,c03c6200
DJG Sammy,West Indies,2012,26,26.0,13.0,13.0,0.0,0.5,c03c6200
DJG Sammy,West Indies,2012/13,29,29.0,14.0,14.0,0.0,0.48,c03c6200
DJG Sammy,West Indies,2013,40,40.0,18.0,18.0,0.0,0.45,c03c6200
DJG Sammy,West Indies,2013/14,42,42.0,19.0,19.0,0.0,0.45,c03c6200
DJG Sammy,West Indies,2014,52,52.0,24.0,24.0,0.0,0.46,c03c6200
DJG Sammy,West Indies,2014/15,55,55.0,26.0,26.0,0.0,0.47,c03c6200
DJG Sammy,West Indies,2015/16,58,58.0,27.0,27.0,0.0,0.47,c03c6200
DJM Short,Australia,2017/18,0,0.0,0.0,0.0,0.0,0.0,1a156c88
DJM Short,Australia,2018,5,5.0,0.0,0.0,0.0,0.0,1a156c88
DJM Short,Australia,2018/19,10,10.0,4.0,4.0,0.0,0.4,1a156c88
DJM Short,Australia,2020/21,20,19.0,8.0,8.0,0.0,0.42,1a156c88
DK Anefie,Ghana,2019,0,0.0,0.0,0.0,0.0,0.0,f98c24ec
DK Anefie,Ghana,2021,4,4.0,0.0,0.0,0.0,0.0,f98c24ec
DK Anefie,Ghana,2021/22,6,6.0,1.0,1.0,0.0,0.17,f98c24ec
DK Anefie,Ghana,2022,11,11.0,4.0,4.0,0.0,0.36,f98c24ec
DK Anefie,Ghana,2022/23,14,14.0,5.0,5.0,0.0,0.36,f98c24ec
DK Anefie,Ghana,2023/24,21,21.0,7.0,7.0,0.0,0.33,f98c24ec
DK Butler,West Indies,2005/06,0,0.0,0.0,0.0,0.0,0.0,671398e3
DK Dahani,Iran,2019/20,0,0.0,0.0,0.0,0.0,0.0,957819df
DK Mathias,Bahrain,2021/22,0,0.0,0.0,0.0,0.0,0.0,bec5cab9
DK Mathias,Bahrain,2022,4,4.0,0.0,0.0,0.0,0.0,bec5cab9
DK Mathias,Bahrain,2022/23,9,9.0,0.0,0.0,0.0,0.0,bec5cab9
DK Pallekonda,Slovenia,2022,0,0.0,0.0,0.0,0.0,0.0,e77c9807
DK Pallekonda,Slovenia,2024,1,1.0,0.0,0.0,0.0,0.0,e77c9807
DK Shetty,Indonesia,2023/24,0,0.0,0.0,0.0,0.0,0.0,65cfc56b
DKD Warnakulasuriya,Italy,2021/22,0,0.0,0.0,0.0,0.0,0.0,832b77c6
DKD Warnakulasuriya,Italy,2022,2,2.0,2.0,2.0,0.0,1.0,832b77c6
DKD Warnakulasuriya,Italy,2022/23,4,4.0,2.0,2.0,0.0,0.5,832b77c6
DKD Warnakulasuriya,Italy,2024,8,8.0,2.0,2.0,0.0,0.25,832b77c6
DL Brangman,Bermuda,2019,0,0.0,0.0,0.0,0.0,0.0,dab18aa5
DL Brangman,Bermuda,2019/20,2,2.0,0.0,0.0,0.0,0.0,dab18aa5
DL Brangman,Bermuda,2022/23,5,5.0,0.0,0.0,0.0,0.0,dab18aa5
DL Brangman,Bermuda,2023/24,11,11.0,1.0,1.0,0.0,0.09,dab18aa5
DL Chahar,India,2018,0,0.0,0.0,0.0,0.0,0.0,23eeb873
DL Chahar,India,2019,1,1.0,0.0,0.0,0.0,0.0,23eeb873
DL Chahar,India,2019/20,2,2.0,0.0,0.0,0.0,0.0,23eeb873
DL Chahar,India,2020/21,10,10.0,0.0,0.0,0.0,0.0,23eeb873
DL Chahar,India,2021,13,13.0,0.0,0.0,0.0,0.0,23eeb873
DL Chahar,India,2021/22,14,14.0,0.0,0.0,0.0,0.0,23eeb873
DL Chahar,India,2022,20,20.0,2.0,2.0,0.0,0.1,23eeb873
DL Chahar,India,2022/23,21,21.0,2.0,2.0,0.0,0.1,23eeb873
DL Chahar,India,2023/24,24,24.0,2.0,2.0,0.0,0.08,23eeb873
DL Hemp,Bermuda,2008,0,0.0,0.0,0.0,0.0,0.0,cb263798
DL Maddy,England,2007/08,0,0.0,0.0,0.0,0.0,0.0,e770b214
DL Vettori,New Zealand,2007/08,0,0.0,0.0,0.0,0.0,0.0,d7c6af50
DL Vettori,New Zealand,2008,8,8.0,3.0,3.0,0.0,0.38,d7c6af50
DL Vettori,New Zealand,2008/09,9,9.0,3.0,3.0,0.0,0.33,d7c6af50
DL Vettori,New Zealand,2009,14,14.0,6.0,6.0,0.0,0.43,d7c6af50
DL Vettori,New Zealand,2009/10,18,18.0,7.0,7.0,0.0,0.39,d7c6af50
DL Vettori,New Zealand,2010,21,21.0,7.0,7.0,0.0,0.33,d7c6af50
DL Vettori,New Zealand,2012,28,28.0,8.0,8.0,0.0,0.29,d7c6af50
DL Vettori,New Zealand,2012/13,29,29.0,8.0,8.0,0.0,0.28,d7c6af50
DL Vettori,New Zealand,2014/15,33,33.0,9.0,9.0,0.0,0.27,d7c6af50
DLS van Bunge,Netherlands,2008,0,0.0,0.0,0.0,0.0,0.0,3185266a
DLS van Bunge,Netherlands,2009,4,3.0,2.0,2.0,0.0,0.67,3185266a
DLS van Bunge,Netherlands,2009/10,6,5.0,2.0,2.0,0.0,0.4,3185266a
DLS van Bunge,Netherlands,2013,10,9.0,4.0,4.0,0.0,0.44,3185266a
DLS van Bunge,Netherlands,2013/14,12,11.0,4.0,4.0,0.0,0.36,3185266a
DM Bravo,West Indies,2009/10,0,0.0,0.0,0.0,0.0,0.0,14b14cd8
DM Bravo,West Indies,2011,1,1.0,0.0,0.0,0.0,0.0,14b14cd8
DM Bravo,West Indies,2011/12,3,3.0,0.0,0.0,0.0,0.0,14b14cd8
DM Bravo,West Indies,2012/13,5,5.0,0.0,0.0,0.0,0.0,14b14cd8
DM Bravo,West Indies,2014,10,10.0,0.0,0.0,0.0,0.0,14b14cd8
DM Bravo,West Indies,2018/19,12,12.0,2.0,2.0,0.0,0.17,14b14cd8
DM Bravo,West Indies,2021,20,20.0,4.0,4.0,0.0,0.2,14b14cd8
DM Bravo,West Indies,2021/22,21,21.0,4.0,4.0,0.0,0.19,14b14cd8
DM Gondaria,Kenya,2013/14,0,0.0,0.0,0.0,0.0,0.0,9048c17e
DM Gondaria,Kenya,2019,2,2.0,1.0,1.0,0.0,0.5,9048c17e
DM Gondaria,Kenya,2019/20,5,5.0,2.0,2.0,0.0,0.4,9048c17e
DM Gondaria,Kenya,2024/25,11,11.0,5.0,5.0,0.0,0.45,9048c17e
DM Nakrani,Uganda,2019,0,0.0,0.0,0.0,0.0,0.0,46a7ac78
DM Nakrani,Uganda,2021,4,4.0,1.0,1.0,0.0,0.25,46a7ac78
DM Nakrani,Uganda,2021/22,14,13.0,2.0,2.0,0.0,0.15,46a7ac78
DM Nakrani,Uganda,2022,26,25.0,4.0,4.0,0.0,0.16,46a7ac78
DM Nakrani,Uganda,2023,33,32.0,4.0,4.0,0.0,0.13,46a7ac78
DM Nakrani,Uganda,2023/24,43,42.0,8.0,8.0,0.0,0.19,46a7ac78
DM Nakrani,Uganda,2024,56,55.0,13.0,13.0,0.0,0.24,46a7ac78
DM Nakrani,Uganda,2024/25,60,59.0,14.0,14.0,0.0,0.24,46a7ac78
DM Richards,West Indies,2009,0,0.0,0.0,0.0,0.0,0.0,9d0e7c58
DM de Silva,Sri Lanka,2015,0,0.0,0.0,0.0,0.0,0.0,7d608e12
DM de Silva,Sri Lanka,2016,2,2.0,0.0,0.0,0.0,0.0,7d608e12
DM de Silva,Sri Lanka,2016/17,4,4.0,1.0,1.0,0.0,0.25,7d608e12
DM de Silva,Sri Lanka,2018,7,7.0,2.0,2.0,0.0,0.29,7d608e12
DM de Silva,Sri Lanka,2018/19,8,8.0,2.0,2.0,0.0,0.25,7d608e12
DM de Silva,Sri Lanka,2019/20,13,13.0,4.0,4.0,0.0,0.31,7d608e12
DM de Silva,Sri Lanka,2021,16,15.0,4.0,4.0,0.0,0.27,7d608e12
DM de Silva,Sri Lanka,2022,23,22.0,6.0,6.0,0.0,0.27,7d608e12
DM de Silva,Sri Lanka,2022/23,25,24.0,7.0,7.0,0.0,0.29,7d608e12
DM de Silva,Sri Lanka,2023/24,39,38.0,17.0,17.0,0.0,0.45,7d608e12
DM de Silva,Sri Lanka,2024,43,42.0,21.0,21.0,0.0,0.5,7d608e12
DMW Rawlins,Bermuda,2019,0,0.0,0.0,0.0,0.0,0.0,f1eb3c73
DMW Rawlins,Bermuda,2019/20,5,5.0,7.0,7.0,0.0,1.4,f1eb3c73
DMW Rawlins,Bermuda,2021/22,11,11.0,9.0,9.0,0.0,0.82,f1eb3c73
DMW Rawlins,Bermuda,2022/23,17,17.0,15.0,15.0,0.0,0.88,f1eb3c73
DMW Rawlins,Bermuda,2023/24,23,23.0,19.0,19.0,0.0,0.83,f1eb3c73
DNA Ankrah,Ghana,2019,0,0.0,0.0,0.0,0.0,0.0,c6614fc0
DO Christian,West Indies,2011,0,0.0,0.0,0.0,0.0,0.0,3b1fa4cb
DO Leicher,Namibia,2022,0,0.0,0.0,0.0,0.0,0.0,e28bb0b9
DO Leicher,Namibia,2023/24,2,2.0,0.0,0.0,0.0,0.0,e28bb0b9
DO Leicher,Namibia,2024,5,5.0,1.0,1.0,0.0,0.2,e28bb0b9
DO Obuya,Kenya,2007/08,0,0.0,0.0,0.0,0.0,0.0,6ed3d5ac
DO Obuya,Kenya,2009/10,4,4.0,2.0,2.0,0.0,0.5,6ed3d5ac
DO Obuya,Kenya,2011/12,6,6.0,2.0,2.0,0.0,0.33,6ed3d5ac
DP Conway,New Zealand,2020/21,0,0.0,0.0,0.0,0.0,0.0,df5a6881
DP Conway,New Zealand,2021/22,14,14.0,7.0,6.0,1.0,0.5,df5a6881
DP Conway,New Zealand,2022,20,20.0,12.0,11.0,1.0,0.6,df5a6881
DP Conway,New Zealand,2022/23,23,23.0,13.0,12.0,1.0,0.57,df5a6881
DP Conway,New Zealand,2023,38,38.0,26.0,22.0,4.0,0.68,df5a6881
DP Conway,New Zealand,2023/24,41,41.0,27.0,23.0,4.0,0.66,df5a6881
DP Conway,New Zealand,2024,46,46.0,32.0,27.0,5.0,0.7,df5a6881
DP Hyatt,West Indies,2011,0,0.0,0.0,0.0,0.0,0.0,2e2fe3e8
DP Hyatt,West Indies,2011/12,3,3.0,2.0,2.0,0.0,0.67,2e2fe3e8
DP Michael,Samoa,2019,0,0.0,0.0,0.0,0.0,0.0,9815de17
DP Michael,Samoa,2022,4,4.0,0.0,0.0,0.0,0.0,9815de17
DP Nannes,Australia,2009/10,0,0.0,0.0,0.0,0.0,0.0,c404f58a
DP Nannes,Australia,2010,4,4.0,0.0,0.0,0.0,0.0,c404f58a
DP Nannes,Australia,2010/11,13,13.0,1.0,1.0,0.0,0.08,c404f58a
DPMD Jayawardene,Sri Lanka,2006,0,0.0,0.0,0.0,0.0,0.0,d18f9182
DPMD Jayawardene,Sri Lanka,2006/07,1,1.0,1.0,1.0,0.0,1.0,d18f9182
DPMD Jayawardene,Sri Lanka,2007/08,3,3.0,1.0,1.0,0.0,0.33,d18f9182
DPMD Jayawardene,Sri Lanka,2008/09,8,8.0,3.0,3.0,0.0,0.38,d18f9182
DPMD Jayawardene,Sri Lanka,2009,11,11.0,3.0,3.0,0.0,0.27,d18f9182
DPMD Jayawardene,Sri Lanka,2009/10,21,21.0,5.0,5.0,0.0,0.24,d18f9182
DPMD Jayawardene,Sri Lanka,2010,23,23.0,5.0,5.0,0.0,0.22,d18f9182
DPMD Jayawardene,Sri Lanka,2010/11,31,31.0,9.0,9.0,0.0,0.29,d18f9182
DPMD Jayawardene,Sri Lanka,2011,32,32.0,9.0,9.0,0.0,0.28,d18f9182
DPMD Jayawardene,Sri Lanka,2012,35,35.0,11.0,11.0,0.0,0.31,d18f9182
DPMD Jayawardene,Sri Lanka,2012/13,37,37.0,11.0,11.0,0.0,0.3,d18f9182
DPMD Jayawardene,Sri Lanka,2013,46,46.0,14.0,14.0,0.0,0.3,d18f9182
DPMD Jayawardene,Sri Lanka,2013/14,48,48.0,14.0,14.0,0.0,0.29,d18f9182
DR Briggs,England,2012,0,0.0,0.0,0.0,0.0,0.0,f3abd0c9
DR Briggs,England,2012/13,1,1.0,0.0,0.0,0.0,0.0,f3abd0c9
DR Briggs,England,2013,3,3.0,0.0,0.0,0.0,0.0,f3abd0c9
DR Briggs,England,2013/14,6,5.0,1.0,1.0,0.0,0.2,f3abd0c9
DR Brown,Scotland,2007/08,0,0.0,0.0,0.0,0.0,0.0,7c70083d
DR Flynn,New Zealand,2007/08,0,0.0,0.0,0.0,0.0,0.0,9d710afe
DR Flynn,New Zealand,2008,1,1.0,0.0,0.0,0.0,0.0,9d710afe
DR Flynn,New Zealand,2008/09,2,2.0,0.0,0.0,0.0,0.0,9d710afe
DR Flynn,New Zealand,2012,4,4.0,2.0,2.0,0.0,0.5,9d710afe
DR Hooper,Guernsey,2019,0,0.0,0.0,0.0,0.0,0.0,0ac067e8
DR Hooper,Guernsey,2022,9,9.0,4.0,4.0,0.0,0.44,0ac067e8
DR Hooper,Guernsey,2023,21,21.0,7.0,7.0,0.0,0.33,0ac067e8
DR Martyn,Australia,2004/05,0,0.0,0.0,0.0,0.0,0.0,69762509
DR Martyn,Australia,2005,1,1.0,0.0,0.0,0.0,0.0,69762509
DR Martyn,Australia,2005/06,2,2.0,0.0,0.0,0.0,0.0,69762509
DR Patankar,Malta,2023,0,0.0,0.0,0.0,0.0,0.0,e661915c
DR Patankar,Malta,2024,10,10.0,3.0,3.0,0.0,0.3,e661915c
DR Sams,Australia,2020/21,0,0.0,0.0,0.0,0.0,0.0,caf69bf7
DR Sams,Australia,2021/22,4,4.0,2.0,2.0,0.0,0.5,caf69bf7
DR Sams,Australia,2022,7,7.0,3.0,3.0,0.0,0.43,caf69bf7
DR Sams,Australia,2022/23,9,9.0,4.0,4.0,0.0,0.44,caf69bf7
DR Smith,West Indies,2005/06,0,0.0,0.0,0.0,0.0,0.0,35205dfc
DR Smith,West Indies,2007,1,1.0,0.0,0.0,0.0,0.0,35205dfc
DR Smith,West Indies,2007/08,3,3.0,0.0,0.0,0.0,0.0,35205dfc
DR Smith,West Indies,2009/10,5,5.0,0.0,0.0,0.0,0.0,35205dfc
DR Smith,West Indies,2011,8,8.0,1.0,1.0,0.0,0.13,35205dfc
DR Smith,West Indies,2011/12,10,10.0,1.0,1.0,0.0,0.1,35205dfc
DR Smith,West Indies,2012,12,12.0,1.0,1.0,0.0,0.08,35205dfc
DR Smith,West Indies,2012/13,15,15.0,3.0,3.0,0.0,0.2,35205dfc
DR Smith,West Indies,2013/14,17,17.0,3.0,3.0,0.0,0.18,35205dfc
DR Smith,West Indies,2014,27,27.0,5.0,5.0,0.0,0.19,35205dfc
DR Smith,West Indies,2014/15,30,30.0,6.0,6.0,0.0,0.2,35205dfc
DR Tawake,Fiji,2024,0,0.0,0.0,0.0,0.0,0.0,8c11c10a
DR Tuffey,New Zealand,2004/05,0,0.0,0.0,0.0,0.0,0.0,43936951
DR Tuffey,New Zealand,2009/10,1,1.0,0.0,0.0,0.0,0.0,43936951
DS Airee,Nepal,2018,0,0.0,0.0,0.0,0.0,0.0,1747ea18
DS Airee,Nepal,2018/19,1,1.0,0.0,0.0,0.0,0.0,1747ea18
DS Airee,Nepal,2019,4,4.0,1.0,1.0,0.0,0.25,1747ea18
DS Airee,Nepal,2019/20,8,8.0,3.0,3.0,0.0,0.38,1747ea18
DS Airee,Nepal,2021,21,21.0,8.0,8.0,0.0,0.38,1747ea18
DS Airee,Nepal,2021/22,26,26.0,10.0,10.0,0.0,0.38,1747ea18
DS Airee,Nepal,2022,39,39.0,19.0,19.0,0.0,0.49,1747ea18
DS Airee,Nepal,2023,44,44.0,21.0,21.0,0.0,0.48,1747ea18
DS Airee,Nepal,2023/24,47,47.0,21.0,21.0,0.0,0.45,1747ea18
DS Airee,Nepal,2024,58,58.0,25.0,25.0,0.0,0.43,1747ea18
DS Airee,Nepal,2024/25,71,71.0,33.0,33.0,0.0,0.46,1747ea18
DS Bajwa,Canada,2023/24,0,0.0,0.0,0.0,0.0,0.0,e3540b8c
DS Bajwa,Canada,2024,1,1.0,0.0,0.0,0.0,0.0,e3540b8c
DS Kulkarni,India,2016,0,0.0,0.0,0.0,0.0,0.0,d2a989fc
DS Maraiwai,Fiji,2022,0,0.0,0.0,0.0,0.0,0.0,a6755401
DS Maraiwai,Fiji,2022/23,6,6.0,4.0,4.0,0.0,0.67,a6755401
DS Smith,West Indies,2007,0,0.0,0.0,0.0,0.0,0.0,85ad2217
DS Smith,West Indies,2007/08,1,1.0,0.0,0.0,0.0,0.0,85ad2217
DS Smith,West Indies,2009,5,5.0,0.0,0.0,0.0,0.0,85ad2217
DS Vosloo,Malta,2021/22,0,0.0,0.0,0.0,0.0,0.0,71764c46
DS Wesonga,Kenya,2021,0,0.0,0.0,0.0,0.0,0.0,7545a91a
DSK Madushanka,Sri Lanka,2017/18,0,0.0,0.0,0.0,0.0,0.0,248698f4
DT Christian,Australia,2009/10,0,0.0,0.0,0.0,0.0,0.0,2a2e6343
DT Christian,Australia,2011/12,3,3.0,0.0,0.0,0.0,0.0,2a2e6343
DT Christian,Australia,2012,6,6.0,2.0,2.0,0.0,0.33,2a2e6343
DT Christian,Australia,2012/13,8,8.0,4.0,4.0,0.0,0.5,2a2e6343
DT Christian,Australia,2013/14,11,11.0,5.0,5.0,0.0,0.45,2a2e6343
DT Christian,Australia,2017/18,15,15.0,5.0,5.0,0.0,0.33,2a2e6343
DT Christian,Australia,2021,16,16.0,5.0,5.0,0.0,0.31,2a2e6343
DT Doram,Netherlands,2024,0,0.0,0.0,0.0,0.0,0.0,3bea1983
DT Johnston,Ireland,2008,0,0.0,0.0,0.0,0.0,0.0,e01895bb
DT Johnston,Ireland,2009,4,3.0,0.0,0.0,0.0,0.0,e01895bb
DT Johnston,Ireland,2009/10,8,7.0,0.0,0.0,0.0,0.0,e01895bb
DT Johnston,Ireland,2010,14,13.0,1.0,1.0,0.0,0.08,e01895bb
DT Johnston,Ireland,2011/12,16,15.0,1.0,1.0,0.0,0.07,e01895bb
DT Johnston,Ireland,2012,23,22.0,6.0,6.0,0.0,0.27,e01895bb
DT Johnston,Ireland,2012/13,26,25.0,8.0,8.0,0.0,0.32,e01895bb
DT Johnston,Ireland,2013/14,28,26.0,8.0,8.0,0.0,0.31,e01895bb
DT Tiripano,Zimbabwe,2015/16,0,0.0,0.0,0.0,0.0,0.0,dbfb8218
DT Tiripano,Zimbabwe,2016,5,5.0,1.0,1.0,0.0,0.2,dbfb8218
DT Tiripano,Zimbabwe,2018,8,8.0,2.0,2.0,0.0,0.25,dbfb8218
DT Tiripano,Zimbabwe,2019,9,9.0,2.0,2.0,0.0,0.22,dbfb8218
DT Tiripano,Zimbabwe,2019/20,10,10.0,2.0,2.0,0.0,0.2,dbfb8218
DT Tiripano,Zimbabwe,2020/21,11,11.0,2.0,2.0,0.0,0.18,dbfb8218
DT Tiripano,Zimbabwe,2021,15,15.0,3.0,3.0,0.0,0.2,dbfb8218
DT Tiripano,Zimbabwe,2022,17,17.0,3.0,3.0,0.0,0.18,dbfb8218
DV Devjani Mutreja,Mexico,2024,0,0.0,0.0,0.0,0.0,0.0,c872d657
DV Macome,Mozambique,2022/23,0,0.0,0.0,0.0,0.0,0.0,af4c15c5
DV Macome,Mozambique,2023,7,7.0,3.0,3.0,0.0,0.43,af4c15c5
DV Macome,Mozambique,2023/24,10,10.0,5.0,5.0,0.0,0.5,af4c15c5
DV Macome,Mozambique,2024/25,13,13.0,6.0,6.0,0.0,0.46,af4c15c5
DV Varghese,Bulgaria,2020,0,0.0,0.0,0.0,0.0,0.0,26f98ea3
DV Varghese,Bulgaria,2020/21,3,2.0,0.0,0.0,0.0,0.0,26f98ea3
DV Varghese,Bulgaria,2021,5,4.0,0.0,0.0,0.0,0.0,26f98ea3
DV Varghese,Bulgaria,2021/22,9,8.0,1.0,1.0,0.0,0.13,26f98ea3
DV Varghese,Bulgaria,2022,13,12.0,2.0,2.0,0.0,0.17,26f98ea3
DV Varghese,Bulgaria,2023,27,26.0,7.0,7.0,0.0,0.27,26f98ea3
DW Steyn,South Africa,2007/08,0,0.0,0.0,0.0,0.0,0.0,8fd1a8f5
DW Steyn,South Africa,2008/09,2,2.0,0.0,0.0,0.0,0.0,8fd1a8f5
DW Steyn,South Africa,2009,6,6.0,1.0,1.0,0.0,0.17,8fd1a8f5
DW Steyn,South Africa,2009/10,12,12.0,3.0,3.0,0.0,0.25,8fd1a8f5
DW Steyn,South Africa,2010,14,14.0,3.0,3.0,0.0,0.21,8fd1a8f5
DW Steyn,South Africa,2012,21,21.0,8.0,8.0,0.0,0.38,8fd1a8f5
DW Steyn,South Africa,2012/13,23,23.0,8.0,8.0,0.0,0.35,8fd1a8f5
DW Steyn,South Africa,2013/14,29,29.0,10.0,10.0,0.0,0.34,8fd1a8f5
DW Steyn,South Africa,2015/16,38,38.0,11.0,11.0,0.0,0.29,8fd1a8f5
DW Steyn,South Africa,2018/19,42,42.0,11.0,11.0,0.0,0.26,8fd1a8f5
DW Steyn,South Africa,2019/20,44,44.0,11.0,11.0,0.0,0.25,8fd1a8f5
Danish Aziz,Pakistan,2021,0,0.0,0.0,0.0,0.0,0.0,a4799701
Danish Jasnaik,Bahrain,2022/23,0,0.0,0.0,0.0,0.0,0.0,d24ad3e5
Danyal Akbar,Hungary,2024,0,0.0,0.0,0.0,0.0,0.0,5757c506
Danyal Raja,Bulgaria,2023,0,0.0,0.0,0.0,0.0,0.0,324e00a9
Danyal Raja,Bulgaria,2024,4,3.0,0.0,0.0,0.0,0.0,324e00a9
Darwish Rasooli,Afghanistan,2021/22,0,0.0,0.0,0.0,0.0,0.0,3b2114a5
Darwish Rasooli,Afghanistan,2022,2,2.0,0.0,0.0,0.0,0.0,3b2114a5
Darwish Rasooli,Afghanistan,2022/23,4,4.0,0.0,0.0,0.0,0.0,3b2114a5
Darwish Rasooli,Afghanistan,2023/24,5,5.0,0.0,0.0,0.0,0.0,3b2114a5
Dawlat Ahmadzai,Afghanistan,2009/10,0,0.0,0.0,0.0,0.0,0.0,80f81038
Dawlat Ahmadzai,Afghanistan,2010,1,1.0,0.0,0.0,0.0,0.0,80f81038
Dawlat Zadran,Afghanistan,2011/12,0,0.0,0.0,0.0,0.0,0.0,1fba2ae3
Dawlat Zadran,Afghanistan,2012/13,3,3.0,0.0,0.0,0.0,0.0,1fba2ae3
Dawlat Zadran,Afghanistan,2013/14,5,5.0,0.0,0.0,0.0,0.0,1fba2ae3
Dawlat Zadran,Afghanistan,2015,11,11.0,3.0,3.0,0.0,0.27,1fba2ae3
Dawlat Zadran,Afghanistan,2015/16,17,17.0,6.0,6.0,0.0,0.35,1fba2ae3
Dawlat Zadran,Afghanistan,2016/17,29,29.0,7.0,7.0,0.0,0.24,1fba2ae3
Dawlat Zadran,Afghanistan,2017,32,32.0,7.0,7.0,0.0,0.22,1fba2ae3
Dawlat Zadran,Afghanistan,2019,33,33.0,7.0,7.0,0.0,0.21,1fba2ae3
Dawood Ahmadzai,France,2021,0,0.0,0.0,0.0,0.0,0.0,951686f5
Dawood Ahmadzai,France,2022,4,4.0,1.0,1.0,0.0,0.25,951686f5
Dawood Ahmadzai,France,2023,9,9.0,5.0,5.0,0.0,0.56,951686f5
Dawood Ahmadzai,France,2024,18,18.0,9.0,9.0,0.0,0.5,951686f5
Delawar Khan,Denmark,2019,0,0.0,0.0,0.0,0.0,0.0,28b99edd
Delawar Khan,Denmark,2021,9,7.0,3.0,3.0,0.0,0.43,28b99edd
Delawar Khan,Denmark,2021/22,12,10.0,3.0,3.0,0.0,0.3,28b99edd
Delawar Khan,Denmark,2024,18,16.0,4.0,4.0,0.0,0.25,28b99edd
Deng Jinqi,China,2023,0,0.0,0.0,0.0,0.0,0.0,871cf744
Deng Jinqi,China,2023/24,1,1.0,0.0,0.0,0.0,0.0,871cf744
Devender Singh,Ghana,2021,0,0.0,0.0,0.0,0.0,0.0,68e21fb1
Devender Singh,Ghana,2021/22,5,5.0,0.0,0.0,0.0,0.0,68e21fb1
Devender Singh,Ghana,2022,11,11.0,4.0,4.0,0.0,0.36,68e21fb1
Devender Singh,Ghana,2022/23,14,14.0,5.0,5.0,0.0,0.36,68e21fb1
Devender Singh,Ghana,2023/24,20,20.0,5.0,5.0,0.0,0.25,68e21fb1
Dhananjay Rao,Hong Kong,2023/24,0,0.0,0.0,0.0,0.0,0.0,6a11facf
Dhananjay Rao,Hong Kong,2024,5,5.0,2.0,2.0,0.0,0.4,6a11facf
Dharmang Patel,Qatar,2022/23,0,0.0,0.0,0.0,0.0,0.0,643f2e6a
Dhiman Ghosh,Bangladesh,2007/08,0,0.0,0.0,0.0,0.0,0.0,1494a583
Dipanjan Dey,Sweden,2021,0,0.0,0.0,0.0,0.0,0.0,fa180043
